candidate,family,split,cost_bps,TotalReturn,TotalCAGR,TotalSharpe,MaxDD,Calmar,ExcessReturn,ExcessCAGR,ExcessSharpe,AnnTurnover,Trades,TimeInMarket,NPeriods
dual_accumulation_w30_q50_hold30_ma200,dual_accumulation,development,30.0,37.6292282369465,1.0759141680175643,1.7116008750772602,-0.3621625771668915,2.970804373091708,35.666981455003786,1.0543938119338336,1.6906992444167754,4.7973713033953995,24,0.48630887185104055,1826
dual_accumulation_w30_q50_hold30_ma200,dual_accumulation,validation,30.0,0.9753746205559728,0.18539141378619806,0.624340189375032,-0.6534455095680504,0.283713654882636,0.8346698344619548,0.1637089680676025,0.578419492160308,9.243668720054757,37,0.4702258726899384,1461
dual_accumulation_w30_q70_hold7_ma100,dual_accumulation,development,15.0,6.222865634367386,0.48473126392716015,1.3731757042882586,-0.44864407315021326,1.0804361250635854,5.855806047175731,0.46933265923247425,1.3412282388590049,8.395399780941949,42,0.25410733844468786,1826
dual_accumulation_w30_q70_hold7_ma100,dual_accumulation,validation,15.0,0.7279170214440196,0.14641029330219002,0.63259273414494,-0.3129026817025431,0.4679099984236411,0.6048202496941368,0.12543766928197342,0.5657606999916428,10.992470910335387,44,0.24845995893223818,1461
dual_accumulation_w30_q70_hold7_ma100,dual_accumulation,development,30.0,5.781613820928201,0.46614038279516445,1.3343474465716323,-0.456096874867716,1.0220205585279694,5.436969289828673,0.450934185808739,1.302406505496072,8.395399780941949,42,0.25410733844468786,1826
dual_accumulation_w30_q70_hold7_ma100,dual_accumulation,validation,30.0,0.6180703307332942,0.12775194797725287,0.5735261860005817,-0.32504969294664166,0.393022823123306,0.5027964109723797,0.10712017995302325,0.5066304019371047,10.992470910335387,44,0.24845995893223818,1461
dual_accumulation_w30_q70_hold7_ma200,dual_accumulation,development,15.0,10.359667748779675,0.6253898098076007,1.739775922099652,-0.30514136097817424,2.0495084894516573,9.782385499671696,0.6085325689129626,1.7056671655560083,4.7973713033953995,24,0.25355969331872946,1826
dual_accumulation_w30_q70_hold7_ma200,dual_accumulation,validation,15.0,1.038899349603803,0.19480217458294669,0.810511159947301,-0.23935287421761586,0.8138702124204935,0.8936482202345077,0.17294426389322792,0.7399497385476403,6.4955509924709105,26,0.2245037645448323,1461
dual_accumulation_w30_q70_hold7_ma200,dual_accumulation,development,30.0,9.958382150706663,0.6137468438300027,1.716242382187624,-0.30514136097817435,2.011352514986986,9.401484246960756,0.5970100959995488,1.682135353408708,4.7973713033953995,24,0.25355969331872946,1826
dual_accumulation_w30_q70_hold7_ma200,dual_accumulation,validation,30.0,0.9612564626854081,0.1832691442538923,0.7737962905681862,-0.2506467316335451,0.7311850549954053,0.821534315193192,0.16162185509522153,0.7031947210872678,6.4955509924709105,26,0.2245037645448323,1461
dual_accumulation_w30_q70_hold30_ma100,dual_accumulation,development,15.0,8.078659945043015,0.554173210380343,1.2321556923008876,-0.40119892519426903,1.3812928589277764,7.61732115731191,0.5380554939995132,1.2081573518504294,9.194961664841182,46,0.37458926615553123,1826
dual_accumulation_w30_q70_hold30_ma100,dual_accumulation,validation,15.0,1.1484380545493336,0.2105253195459469,0.7305793999782147,-0.3782388783814591,0.5565935486241296,0.9953471665759113,0.18837437716095495,0.6764073467311169,9.243668720054757,37,0.35592060232717315,1461
dual_accumulation_w30_q70_hold30_ma100,dual_accumulation,development,30.0,7.473947029906515,0.5329059031098604,1.2004168532128405,-0.4065000885596962,1.3109613456618006,7.04332593435409,0.5170083178307567,1.1764191539027777,9.194961664841182,46,0.37458926615553123,1826
dual_accumulation_w30_q70_hold30_ma100,dual_accumulation,validation,30.0,1.0324243845543761,0.19385310454701954,0.6899290157819256,-0.38848387172021637,0.498999105647895,0.8875968510506347,0.1720067114128323,0.6357634185917038,9.243668720054757,37,0.35592060232717315,1461
dual_accumulation_w30_q70_hold30_ma200,dual_accumulation,development,15.0,11.747236303345533,0.6632676173417877,1.415928465265805,-0.33969927462006055,1.9525140820027505,11.099375418834763,0.6460157879062722,1.3912310751974093,4.7973713033953995,24,0.384446878422782,1826
dual_accumulation_w30_q70_hold30_ma200,dual_accumulation,validation,15.0,0.37582373658170276,0.08297140408484949,0.4049300935229033,-0.6133268281636934,0.13528089800550008,0.2777987895894398,0.0631569943826984,0.35080577213575637,6.745379876796714,27,0.34360027378507874,1461
dual_accumulation_w30_q70_hold30_ma200,dual_accumulation,development,30.0,11.297269630127419,0.6513623297552962,1.398932827596337,-0.3453634248456726,1.8860200093462727,10.672270460006834,0.6342337826776356,1.3742359283417955,4.7973713033953995,24,0.384446878422782,1826
