strategy,prior_peak,trough,recovered,completed,depth,peak_to_trough_days,trough_to_recovery_days,underwater_days,within_20d
sector_downside_trend,2021-08-30,2021-08-31,2021-09-02,True,-0.0013668563260247346,1,2,2,True
sector_downside_trend,2021-09-02,2021-09-30,2021-10-20,True,-0.04877821600026111,19,14,32,True
sector_downside_trend,2021-10-26,2021-10-27,2021-10-28,True,-0.008149657212132788,1,1,1,True
sector_downside_trend,2021-11-05,2021-11-11,2021-11-15,True,-0.005295912715469697,4,2,5,True
sector_downside_trend,2021-11-16,2021-12-01,2021-12-10,True,-0.04234224085934335,10,7,16,True
sector_downside_trend,2021-12-10,2021-12-14,2021-12-15,True,-0.00759153920353961,2,1,2,True
sector_downside_trend,2021-12-15,2021-12-20,2021-12-23,True,-0.02253058782352446,3,3,5,True
sector_downside_trend,2021-12-29,2021-12-30,,False,-0.0020107815254557515,1,1,2,False
SPY_trend_150d,2007-01-04,2007-01-05,2007-01-11,True,-0.007976345325354073,1,4,4,True
SPY_trend_150d,2007-01-12,2007-01-22,2007-01-24,True,-0.006004060638606146,5,2,6,True
SPY_trend_150d,2007-01-24,2007-01-29,2007-02-01,True,-0.013199096905890273,3,3,5,True
SPY_trend_150d,2007-02-07,2007-02-12,2007-02-14,True,-0.012120031053964198,3,2,4,True
SPY_trend_150d,2007-02-15,2007-02-16,2007-02-20,True,-0.00048013080028985744,1,1,1,True
SPY_trend_150d,2007-02-20,2007-03-05,2007-04-16,True,-0.05950397789514639,9,29,37,False
SPY_trend_150d,2007-04-18,2007-04-19,2007-04-20,True,-0.00027218244502169586,1,1,1,True
SPY_trend_150d,2007-04-20,2007-04-23,2007-04-25,True,-0.0037684102335993064,1,2,2,True
SPY_trend_150d,2007-04-26,2007-04-30,2007-05-03,True,-0.00908814995745122,2,3,4,True
SPY_trend_150d,2007-05-07,2007-05-08,2007-05-09,True,-0.0013241363384618454,1,1,1,True
SPY_trend_150d,2007-05-09,2007-05-10,2007-05-16,True,-0.010453006004785492,1,4,4,True
SPY_trend_150d,2007-05-16,2007-05-17,2007-05-18,True,-0.001978655662380535,1,1,1,True
SPY_trend_150d,2007-05-18,2007-05-24,2007-05-30,True,-0.010221228929683801,4,3,6,True
SPY_trend_150d,2007-05-30,2007-05-31,2007-06-01,True,-0.001042767041708359,1,1,1,True
SPY_trend_150d,2007-06-04,2007-06-26,2007-07-12,True,-0.033555617809844285,16,11,26,True
SPY_trend_150d,2007-07-13,2007-07-18,2007-07-19,True,-0.002454091462488206,3,1,3,True
SPY_trend_150d,2007-07-19,2007-07-27,2007-10-05,True,-0.06422962102773755,6,49,54,False
SPY_trend_150d,2007-10-05,2007-10-08,2007-10-09,True,-0.0053257789507055175,1,1,1,True
SPY_trend_150d,2007-10-09,2008-06-12,2009-08-21,True,-0.15431688554121115,170,301,470,False
SPY_trend_150d,2009-08-21,2009-08-24,2009-08-25,True,-9.688068271396233e-05,1,1,1,True
SPY_trend_150d,2009-08-27,2009-09-02,2009-09-09,True,-0.034623225448711326,4,4,7,True
SPY_trend_150d,2009-09-10,2009-09-11,2009-09-14,True,-0.00019118442694443516,1,1,1,True
SPY_trend_150d,2009-09-16,2009-09-21,2009-09-22,True,-0.0033820368970824966,3,1,3,True
SPY_trend_150d,2009-09-22,2009-10-02,2009-10-09,True,-0.04277606041177684,8,5,12,True
SPY_trend_150d,2009-10-12,2009-10-13,2009-10-14,True,-0.00204242045627534,1,1,1,True
SPY_trend_150d,2009-10-15,2009-10-16,2009-10-19,True,-0.0074741228836076035,1,1,1,True
SPY_trend_150d,2009-10-19,2009-10-30,2009-11-11,True,-0.05674493043584561,9,8,16,True
SPY_trend_150d,2009-11-11,2009-11-12,2009-11-16,True,-0.01016822632220804,1,2,2,True
SPY_trend_150d,2009-11-17,2009-11-20,2009-11-25,True,-0.017154611295287947,3,3,5,True
SPY_trend_150d,2009-11-25,2009-11-27,2009-12-14,True,-0.016251045052127933,1,11,11,True
SPY_trend_150d,2009-12-14,2009-12-17,2009-12-21,True,-0.015107135779555247,3,2,4,True
SPY_trend_150d,2009-12-28,2009-12-31,2010-01-04,True,-0.011355499751092846,3,1,3,True
SPY_trend_150d,2010-01-11,2010-01-12,2010-01-14,True,-0.00932609070664625,1,2,2,True
SPY_trend_150d,2010-01-14,2010-01-15,2010-01-19,True,-0.011224224763795587,1,1,1,True
SPY_trend_150d,2010-01-19,2010-02-08,2010-03-11,True,-0.07969784003657687,14,22,35,False
SPY_trend_150d,2010-03-17,2010-03-19,2010-03-23,True,-0.005571624237460271,2,2,3,True
SPY_trend_150d,2010-03-23,2010-03-26,2010-04-01,True,-0.007069207895619267,3,4,6,True
SPY_trend_150d,2010-04-06,2010-04-07,2010-04-09,True,-0.005712014148026245,1,2,2,True
SPY_trend_150d,2010-04-15,2010-04-16,2010-04-23,True,-0.015912783091411975,1,5,5,True
SPY_trend_150d,2010-04-23,2010-09-23,2011-02-04,True,-0.14621227382042234,106,93,198,False
SPY_trend_150d,2011-02-08,2011-02-09,2011-02-11,True,-0.002263416517117145,1,2,2,True
SPY_trend_150d,2011-02-14,2011-02-15,2011-02-16,True,-0.0031474435315028693,1,1,1,True
SPY_trend_150d,2011-02-18,2011-03-16,2011-04-26,True,-0.062067865089021734,17,28,44,False
SPY_trend_150d,2011-04-29,2011-12-28,2013-04-11,True,-0.18764156745509797,168,321,488,False
SPY_trend_150d,2013-04-11,2013-04-18,2013-04-29,True,-0.03172283136734788,5,7,11,True
SPY_trend_150d,2013-04-30,2013-05-01,2013-05-02,True,-0.008767328188016399,1,1,1,True
SPY_trend_150d,2013-05-08,2013-05-09,2013-05-10,True,-0.0028159506594385153,1,1,1,True
SPY_trend_150d,2013-05-15,2013-05-16,2013-05-17,True,-0.004694969213590472,1,1,1,True
SPY_trend_150d,2013-05-17,2013-05-20,2013-05-21,True,-5.9699412883196246e-05,1,1,1,True
SPY_trend_150d,2013-05-21,2013-06-24,2013-07-11,True,-0.05550645937410836,23,12,34,True
SPY_trend_150d,2013-07-15,2013-07-16,2013-07-18,True,-0.0037465957784371673,1,2,2,True
SPY_trend_150d,2013-07-22,2013-07-24,2013-08-01,True,-0.00578113459860341,2,6,7,True
SPY_trend_150d,2013-08-02,2013-08-27,2013-09-17,True,-0.044574928645163214,17,14,30,True
SPY_trend_150d,2013-09-18,2013-10-08,2013-10-17,True,-0.03908335433542576,14,7,20,True
SPY_trend_150d,2013-10-22,2013-10-23,2013-10-25,True,-0.004789333038549892,1,2,2,True
SPY_trend_150d,2013-10-29,2013-10-31,2013-11-06,True,-0.007788922810412213,2,4,5,True
SPY_trend_150d,2013-11-06,2013-11-07,2013-11-08,True,-0.012643332211799696,1,1,1,True
SPY_trend_150d,2013-11-11,2013-11-12,2013-11-13,True,-0.0020302940113908763,1,1,1,True
SPY_trend_150d,2013-11-15,2013-11-20,2013-11-22,True,-0.008775254703035307,3,2,4,True
SPY_trend_150d,2013-11-22,2013-11-25,2013-11-27,True,-0.0009955528968378369,1,2,2,True
SPY_trend_150d,2013-11-27,2013-12-05,2013-12-09,True,-0.012035863466902996,5,2,6,True
SPY_trend_150d,2013-12-09,2013-12-13,2013-12-18,True,-0.01813652505386687,4,3,6,True
SPY_trend_150d,2013-12-18,2013-12-19,2013-12-20,True,-0.0011559628591175652,1,1,1,True
SPY_trend_150d,2013-12-26,2013-12-30,2013-12-31,True,-0.0002173680559511837,2,1,2,True
SPY_trend_150d,2013-12-31,2014-02-03,2014-02-24,True,-0.05696013813141221,22,14,35,True
SPY_trend_150d,2014-02-24,2014-02-25,2014-02-27,True,-0.00037859045994825813,1,2,2,True
SPY_trend_150d,2014-02-28,2014-03-03,2014-03-04,True,-0.007032061716663818,1,1,1,True
SPY_trend_150d,2014-03-07,2014-03-14,2014-04-01,True,-0.01912289775677356,5,12,16,True
SPY_trend_150d,2014-04-02,2014-04-11,2014-05-12,True,-0.03901994757696636,7,20,26,True
SPY_trend_150d,2014-05-13,2014-05-15,2014-05-23,True,-0.013476534467792067,2,6,7,True
SPY_trend_150d,2014-05-27,2014-05-28,2014-05-29,True,-0.0007307730039294302,1,1,1,True
SPY_trend_150d,2014-06-02,2014-06-03,2014-06-04,True,-0.0005188852656997645,1,1,1,True
SPY_trend_150d,2014-06-10,2014-06-12,2014-06-18,True,-0.010531347143329928,2,4,5,True
SPY_trend_150d,2014-06-20,2014-06-24,2014-07-01,True,-0.006328221789106636,2,5,6,True
SPY_trend_150d,2014-07-03,2014-07-17,2014-07-22,True,-0.012562407404007714,9,3,11,True
SPY_trend_150d,2014-07-24,2014-08-07,2014-08-20,True,-0.038358541762722465,10,9,18,True
SPY_trend_150d,2014-08-21,2014-08-22,2014-08-25,True,-0.0015540106392621933,1,1,1,True
SPY_trend_150d,2014-08-26,2014-08-28,2014-08-29,True,-0.0009487764137816601,2,1,2,True
SPY_trend_150d,2014-08-29,2014-09-04,2014-09-05,True,-0.0024908788646277324,3,1,3,True
SPY_trend_150d,2014-09-05,2014-09-15,2014-09-18,True,-0.010591670381479124,6,3,8,True
SPY_trend_150d,2014-09-18,2014-10-27,2015-02-13,True,-0.06837458657582396,27,75,101,False
SPY_trend_150d,2015-02-18,2015-02-19,2015-02-20,True,-0.000713488923031802,1,1,1,True
SPY_trend_150d,2015-02-20,2015-02-23,2015-02-24,True,-0.0001420178905813252,1,1,1,True
SPY_trend_150d,2015-02-24,2015-02-27,2015-03-02,True,-0.005428992348878836,3,1,3,True
SPY_trend_150d,2015-03-02,2015-03-11,2015-04-23,True,-0.03533138284778159,7,30,36,False
SPY_trend_150d,2015-04-24,2015-05-06,2015-05-14,True,-0.01705658217186734,8,6,13,True
SPY_trend_150d,2015-05-18,2015-05-20,2015-05-21,True,-0.0010321591803482688,2,1,2,True
SPY_trend_150d,2015-05-21,2015-07-08,2015-07-17,True,-0.037354616381577666,32,7,38,True
SPY_trend_150d,2015-07-20,2016-03-08,2017-09-11,True,-0.20894693657623242,160,381,540,False
SPY_trend_150d,2017-09-13,2017-09-14,2017-09-15,True,-0.0003198018393553159,1,1,1,True
SPY_trend_150d,2017-09-20,2017-09-25,2017-09-28,True,-0.004518974186432212,3,3,5,True
SPY_trend_150d,2017-10-05,2017-10-09,2017-10-11,True,-0.0027882618190538944,2,2,3,True
SPY_trend_150d,2017-10-11,2017-10-12,2017-10-16,True,-0.0014900204729676458,1,2,2,True
SPY_trend_150d,2017-10-20,2017-10-25,2017-10-27,True,-0.0070785490095649495,3,2,4,True
SPY_trend_150d,2017-10-27,2017-10-30,2017-11-03,True,-0.0037249097006480936,1,4,4,True
SPY_trend_150d,2017-11-06,2017-11-07,2017-11-08,True,-0.0006953488095854388,1,1,1,True
SPY_trend_150d,2017-11-08,2017-11-15,2017-11-21,True,-0.010304742295816682,5,4,8,True
SPY_trend_150d,2017-11-21,2017-11-22,2017-11-24,True,-0.0008842734057795676,1,1,1,True
SPY_trend_150d,2017-11-24,2017-11-27,2017-11-28,True,-0.0004988104772476465,1,1,1,True
SPY_trend_150d,2017-11-28,2017-11-29,2017-11-30,True,-0.0006085543454914522,1,1,1,True
SPY_trend_150d,2017-11-30,2017-12-05,2017-12-08,True,-0.006867732809655691,3,3,5,True
SPY_trend_150d,2017-12-12,2017-12-14,2017-12-15,True,-0.004198101074510463,2,1,2,True
SPY_trend_150d,2017-12-18,2017-12-29,2018-01-02,True,-0.004996465165663988,8,1,8,True
SPY_trend_150d,2018-01-09,2018-01-10,2018-01-11,True,-0.0015299316380252836,1,1,1,True
SPY_trend_150d,2018-01-12,2018-01-16,2018-01-17,True,-0.0034184612165284456,1,1,1,True
SPY_trend_150d,2018-01-17,2018-01-18,2018-01-19,True,-0.001680469696066389,1,1,1,True
SPY_trend_150d,2018-01-23,2018-01-24,2018-01-25,True,-0.0003886151110907843,1,1,1,True
SPY_trend_150d,2018-01-26,2018-02-08,2018-07-25,True,-0.10101893561850894,9,115,123,False
SPY_trend_150d,2018-07-25,2018-07-30,2018-08-06,True,-0.014295450227401418,3,5,7,True
SPY_trend_150d,2018-08-07,2018-08-15,2018-08-20,True,-0.013306269230293322,6,3,8,True
SPY_trend_150d,2018-08-21,2018-08-23,2018-08-24,True,-0.001921077527196946,2,1,2,True
SPY_trend_150d,2018-08-29,2018-09-07,2018-09-20,True,-0.013311278342015509,6,9,14,True
SPY_trend_150d,2018-09-20,2019-03-08,2019-11-01,True,-0.1135524246971008,115,166,280,False
SPY_trend_150d,2019-11-04,2019-11-05,2019-11-07,True,-0.001105976740337078,1,2,2,True
SPY_trend_150d,2019-11-08,2019-11-11,2019-11-12,True,-0.001909941124850656,1,1,1,True
SPY_trend_150d,2019-11-18,2019-11-21,2019-11-25,True,-0.005608675844630651,3,2,4,True
SPY_trend_150d,2019-11-27,2019-12-03,2019-12-12,True,-0.01879657872896967,3,7,9,True
SPY_trend_150d,2019-12-26,2019-12-30,2020-01-02,True,-0.005759612382109425,2,2,3,True
SPY_trend_150d,2020-01-02,2020-01-03,2020-01-09,True,-0.007572163878049154,1,4,4,True
SPY_trend_150d,2020-01-09,2020-01-10,2020-01-13,True,-0.0028774371069262283,1,1,1,True
SPY_trend_150d,2020-01-13,2020-01-14,2020-01-15,True,-0.0015246907511655694,1,1,1,True
SPY_trend_150d,2020-01-17,2020-01-31,2020-02-05,True,-0.030787593181698436,9,3,11,True
SPY_trend_150d,2020-02-06,2020-02-07,2020-02-10,True,-0.005329837849347041,1,1,1,True
SPY_trend_150d,2020-02-12,2020-02-13,2020-02-14,True,-0.001066749061645833,1,1,1,True
SPY_trend_150d,2020-02-14,2020-02-18,2020-02-19,True,-0.0025768418831214612,1,1,1,True
SPY_trend_150d,2020-02-19,2020-02-28,2020-08-04,True,-0.12437189310971464,7,109,115,False
SPY_trend_150d,2020-08-10,2020-08-11,2020-08-12,True,-0.008254616947714677,1,1,1,True
SPY_trend_150d,2020-08-12,2020-08-13,2020-08-17,True,-0.0018073683552033426,1,2,2,True
SPY_trend_150d,2020-08-18,2020-08-19,2020-08-21,True,-0.004163822285129126,1,2,2,True
SPY_trend_150d,2020-08-28,2020-08-31,2020-09-01,True,-0.0036224582391239935,1,1,1,True
SPY_trend_150d,2020-09-02,2020-09-23,2020-11-11,True,-0.0944046404433666,14,35,48,False
SPY_trend_150d,2020-11-11,2020-11-12,2020-11-13,True,-0.009701056149266085,1,1,1,True
SPY_trend_150d,2020-11-16,2020-11-20,2020-11-24,True,-0.019968596886379975,4,2,5,True
SPY_trend_150d,2020-11-24,2020-11-25,2020-11-27,True,-0.0015418114699069507,1,1,1,True
SPY_trend_150d,2020-11-27,2020-11-30,2020-12-01,True,-0.00442757300494645,1,1,1,True
SPY_trend_150d,2020-12-02,2020-12-03,2020-12-04,True,-0.00027247983374767415,1,1,1,True
SPY_trend_150d,2020-12-04,2020-12-07,2020-12-08,True,-0.0020548909143497385,1,1,1,True
SPY_trend_150d,2020-12-08,2020-12-14,2020-12-16,True,-0.014885302096083075,4,2,5,True
SPY_trend_150d,2020-12-17,2020-12-22,2020-12-28,True,-0.00922682849860057,3,3,5,True
SPY_trend_150d,2020-12-28,2020-12-29,2020-12-31,True,-0.001907837597134976,1,2,2,True
SPY_trend_150d,2020-12-31,2021-01-04,2021-01-07,True,-0.013613759119762814,1,3,3,True
SPY_trend_150d,2021-01-08,2021-01-15,2021-01-20,True,-0.014582873039860944,5,2,6,True
SPY_trend_150d,2021-01-21,2021-01-22,2021-01-25,True,-0.003539456039151956,1,1,1,True
SPY_trend_150d,2021-01-25,2021-01-29,2021-02-04,True,-0.03725384173536317,4,4,7,True
SPY_trend_150d,2021-02-08,2021-02-10,2021-02-11,True,-0.0011015971517540635,2,1,2,True
SPY_trend_150d,2021-02-12,2021-03-04,2021-03-11,True,-0.040597011227338164,13,5,17,True
SPY_trend_150d,2021-03-15,2021-03-16,2021-03-17,True,-0.0012613013864448686,1,1,1,True
SPY_trend_150d,2021-03-17,2021-03-24,2021-03-26,True,-0.021323518887763848,5,2,6,True
SPY_trend_150d,2021-03-26,2021-03-30,2021-03-31,True,-0.003156672357561896,2,1,2,True
SPY_trend_150d,2021-04-05,2021-04-06,2021-04-07,True,-0.0005906684541769902,1,1,1,True
SPY_trend_150d,2021-04-13,2021-04-14,2021-04-15,True,-0.003415136813755937,1,1,1,True
SPY_trend_150d,2021-04-16,2021-04-20,2021-04-26,True,-0.012198635726211271,2,4,5,True
SPY_trend_150d,2021-04-26,2021-04-28,2021-04-29,True,-0.0005026667695845477,2,1,2,True
SPY_trend_150d,2021-04-29,2021-05-04,2021-05-07,True,-0.010570000311944439,3,3,5,True
SPY_trend_150d,2021-05-07,2021-05-12,2021-06-04,True,-0.03958595284285282,3,16,18,True
SPY_trend_150d,2021-06-04,2021-06-09,2021-06-10,True,-0.0022479261197480005,3,1,3,True
SPY_trend_150d,2021-06-14,2021-06-18,2021-06-24,True,-0.02112246356074221,4,4,7,True
SPY_trend_150d,2021-07-02,2021-07-06,2021-07-07,True,-0.001821412307474346,1,1,1,True
SPY_trend_150d,2021-07-07,2021-07-08,2021-07-09,True,-0.00814782347677645,1,1,1,True
SPY_trend_150d,2021-07-12,2021-07-19,2021-07-23,True,-0.02770662758704001,5,4,8,True
SPY_trend_150d,2021-07-26,2021-08-02,2021-08-03,True,-0.007777343177655549,5,1,5,True
SPY_trend_150d,2021-08-03,2021-08-04,2021-08-05,True,-0.00491893395810461,1,1,1,True
SPY_trend_150d,2021-08-06,2021-08-09,2021-08-10,True,-0.0008136253992213627,1,1,1,True
SPY_trend_150d,2021-08-16,2021-08-18,2021-08-23,True,-0.017428360725975423,2,3,4,True
SPY_trend_150d,2021-08-25,2021-08-26,2021-08-27,True,-0.0059033441858195035,1,1,1,True
SPY_trend_150d,2021-08-30,2021-08-31,2021-09-02,True,-0.0014815177430503867,1,2,2,True
SPY_trend_150d,2021-09-02,2021-10-04,2021-10-20,True,-0.051141444338796194,21,12,32,True
SPY_trend_150d,2021-10-21,2021-10-22,2021-10-25,True,-0.0010360114063148185,1,1,1,True
SPY_trend_150d,2021-10-26,2021-10-27,2021-10-28,True,-0.00443037884325459,1,1,1,True
SPY_trend_150d,2021-11-08,2021-11-10,2021-11-16,True,-0.011323862909546012,2,4,5,True
SPY_trend_150d,2021-11-16,2021-11-17,2021-11-18,True,-0.0024291512015538475,1,1,1,True
SPY_trend_150d,2021-11-18,2021-12-01,2021-12-10,True,-0.04093852354796945,8,7,14,True
SPY_trend_150d,2021-12-10,2021-12-20,2021-12-23,True,-0.030083465733844128,6,3,8,True
SPY_trend_150d,2021-12-27,2021-12-28,2021-12-29,True,-0.0008173348658390145,1,1,1,True
SPY_trend_150d,2021-12-29,2021-12-31,,False,-0.0052778612336645825,2,0,2,False
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-01-03,2007-01-05,2007-01-12,True,-0.007947096173364976,2,5,6,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-01-17,2007-01-18,2007-01-19,True,-0.0007601938877608294,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-01-19,2007-01-22,2007-01-23,True,-0.004321509509134569,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-01-24,2007-01-26,2007-01-31,True,-0.009600557449700453,2,3,4,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-02-07,2007-02-12,2007-02-13,True,-0.006374358349086506,3,1,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-02-15,2007-02-16,2007-02-20,True,-0.0007978360571865295,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-02-20,2007-02-22,2007-02-26,True,-0.005039450061531059,2,2,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-02-26,2007-03-05,2007-04-03,True,-0.04823060989676964,5,21,25,False
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-04-10,2007-04-11,2007-04-12,True,-0.004697824642525772,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-04-18,2007-04-19,2007-04-20,True,-0.001548499675638637,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-04-25,2007-04-30,2007-05-04,True,-0.01075333840391346,3,4,6,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-05-07,2007-05-10,2007-05-16,True,-0.013508988864019411,3,4,6,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-05-21,2007-05-24,2007-05-30,True,-0.014306450211196697,3,3,5,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-06-04,2007-06-26,2007-07-12,True,-0.03435700611468284,16,11,26,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-07-13,2007-07-17,2007-07-19,True,-0.005669188796800895,2,2,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-07-19,2007-08-15,2007-09-21,True,-0.06925169850123225,19,26,44,False
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-09-21,2007-09-25,2007-09-26,True,-0.0031104524124248023,2,1,2,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-09-27,2007-09-28,2007-10-01,True,-0.0038539849384188196,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-10-01,2007-10-03,2007-10-05,True,-0.006103507170443168,2,2,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-10-05,2007-10-08,2007-10-09,True,-0.004753984839977021,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-10-10,2007-10-11,2007-10-12,True,-0.0024900693816826136,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-10-12,2007-10-19,2007-10-29,True,-0.027348264092734054,5,6,10,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-10-29,2007-10-30,2007-10-31,True,-0.006066337980514369,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-10-31,2007-11-12,2007-12-05,True,-0.04483513529660421,8,16,23,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2007-12-10,2009-03-09,2009-12-14,True,-0.27914720665813986,312,195,506,False
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2009-12-14,2009-12-17,2009-12-24,True,-0.014675560292095158,3,5,7,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2009-12-29,2009-12-31,2010-01-11,True,-0.014034035703065051,2,6,7,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-01-11,2010-01-12,2010-01-13,True,-0.0058125237908975835,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-01-13,2010-01-15,2010-01-19,True,-0.008212111595994775,2,1,2,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-01-19,2010-02-08,2010-03-16,True,-0.06924539962932463,14,25,38,False
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-03-18,2010-03-19,2010-03-22,True,-0.0026921088509428426,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-03-23,2010-03-25,2010-04-01,True,-0.008214390774625158,2,5,6,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-04-06,2010-04-07,2010-04-09,True,-0.005873542485128058,1,2,2,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-04-12,2010-04-13,2010-04-14,True,-0.0007281171754358606,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-04-15,2010-04-16,2010-04-23,True,-0.012325763375902743,1,5,5,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-04-23,2010-07-02,2010-11-04,True,-0.10675178466709079,49,87,135,False
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-11-04,2010-11-16,2010-12-14,True,-0.03515085408776075,8,19,26,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-12-14,2010-12-15,2010-12-16,True,-0.0036386352914191677,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-12-22,2010-12-27,2010-12-29,True,-0.002267306141942149,2,2,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2010-12-29,2010-12-30,2011-01-03,True,-0.0017362700947690657,1,2,2,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-01-03,2011-01-10,2011-01-12,True,-0.0050335745635422535,5,2,6,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-01-12,2011-01-13,2011-01-14,True,-0.0021621839943958276,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-01-18,2011-01-19,2011-01-26,True,-0.00756435240535247,1,5,5,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-01-26,2011-01-28,2011-02-01,True,-0.016731734208295324,2,2,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-02-01,2011-02-02,2011-02-07,True,-0.0041102667493324585,1,3,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-02-08,2011-02-09,2011-02-11,True,-0.002269592441451529,1,2,2,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-02-14,2011-02-15,2011-02-16,True,-0.0015863924614260005,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-02-18,2011-03-16,2011-03-30,True,-0.044777516019661845,17,10,26,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-03-30,2011-03-31,2011-04-01,True,-0.001284507274673774,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-04-04,2011-04-05,2011-04-06,True,-0.0011166144065702932,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-04-06,2011-04-12,2011-04-15,True,-0.011688986494702958,4,3,6,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-04-15,2011-04-18,2011-04-20,True,-0.009695891310962712,1,2,2,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-04-21,2011-04-25,2011-04-26,True,-0.0012368916094684934,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-05-02,2011-05-05,2011-05-10,True,-0.015166418497061906,3,3,5,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-05-10,2011-05-11,2011-05-12,True,-0.0073833631701260005,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-05-12,2011-05-16,2011-05-18,True,-0.006795145873185193,2,2,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-05-19,2011-06-15,2011-07-01,True,-0.046760852392360386,18,12,29,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-07-01,2011-07-05,2011-07-06,True,-0.001090354451429576,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-07-07,2011-08-10,2011-11-03,True,-0.08460730877745914,24,60,83,False
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-11-03,2011-11-04,2011-11-07,True,-0.006134938950776769,1,1,1,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-11-08,2011-11-25,2011-12-21,True,-0.06449271374317067,12,18,29,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2011-12-27,2011-12-28,2012-01-10,True,-0.009137899200602151,1,8,8,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2012-01-10,2012-01-13,2012-01-17,True,-0.003614412075260476,3,1,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2012-01-19,2012-01-24,2012-01-25,True,-0.0034998809238721007,3,1,3,True
recovery_sector_barbell_M_cyc35_mom63_ma100_top3,2012-01-25,2012-01-30,2012-02-03,True,-0.011470770460537905,3,4,6,True
