name,family,active_asset,inactive_asset,start_day,length,lookback,cagr,annual_vol,sharpe,max_drawdown,annual_turnover,active_return_ann,information_ratio,tracking_error,max_5pct_recovery_days,median_5pct_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,dev_cagr,dev_vol,dev_sharpe,dev_max_drawdown,val_cagr,val_vol,val_sharpe,val_max_drawdown,dev_active_return_ann,dev_information_ratio,val_active_return_ann,val_information_ratio,matched_active_return_ann,matched_information_ratio,dev_matched_active_return_ann,dev_matched_information_ratio,val_matched_active_return_ann,val_matched_information_ratio,matched_baseline,both_subperiod_cagr_positive,both_subperiod_active_positive,both_subperiod_matched_positive,robust_active_score,robust_matched_score
season_tilt_IWM_s1_l3,season_tilt,IWM,SPY,1,3,0,0.08737138194050198,0.19315266459955405,0.5304419796144167,-0.5823627334722241,15.906422423306113,-0.015790691369029223,-0.5705116833545965,0.027678120939049485,975,30.5,0.35,20,0.036987186582215115,0.21585979103880337,0.2760352257721635,-0.5823627334722241,0.14013201492290328,0.16743550996311962,0.8676231478615185,-0.3371725284698909,-0.01046290423643202,-0.36861905504208387,-0.021111428055487127,-0.7831585803950514,-0.015790691369029223,-0.5705116833545965,-0.01046290423643202,-0.36861905504208387,-0.021111428055487127,-0.7831585803950514,,True,False,False,-0.7831585803950514,-0.7831585803950514
season_only_XLK_s1_l3,season_only,XLK,SHY,1,3,0,0.02851128655967483,0.048227997311947365,0.6071056570689259,-0.08539542383802123,15.906422423306113,-0.08896748314982796,-0.46528934839072167,0.19120894010906628,316,117.0,0.0,5,0.0430646095185081,0.04929143560426684,0.8801025665599903,-0.08539542383802123,0.014179875621158411,0.047136203714650146,0.3223874966127944,-0.0508042709573423,-0.026666291406218418,-0.1241544294284003,-0.15118622955809086,-0.9202959403603417,-0.08896748314982796,-0.46528934839072167,-0.026666291406218418,-0.1241544294284003,-0.15118622955809086,-0.9202959403603417,,True,False,False,-0.9202959403603417,-0.9202959403603417
season_tilt_XLK_s1_l3,season_tilt,XLK,SPY,1,3,0,0.09912415636065708,0.1912782457014128,0.5899765548946816,-0.5675871007213912,15.906422423306113,-0.005397292721798196,-0.27671838491545314,0.019504640876851217,980,35.5,0.35,20,0.04659958261441077,0.21290505093166204,0.320249220086559,-0.5675871007213912,0.15420992944106904,0.1669074075620684,0.9433827847195696,-0.3371725284698911,-0.00186513387760626,-0.09060681251180888,-0.008924777337259398,-0.48598372690055386,-0.005397292721798196,-0.27671838491545314,-0.00186513387760626,-0.09060681251180888,-0.008924777337259398,-0.48598372690055386,,True,False,False,-0.48598372690055386,-0.48598372690055386
season_only_XLF_s1_l3,season_only,XLF,SHY,1,3,0,0.029475963218600132,0.054827163750777036,0.5572765364011927,-0.09623629753748653,15.906422423306113,-0.0876930812312821,-0.456002066446751,0.19230851718414818,567,122.5,0.0,6,0.0450769991292681,0.06152450497151005,0.747359347801674,-0.09623629753748653,0.014128006298556262,0.047193679389981875,0.32096003602712475,-0.08532912713054663,-0.024066896481631555,-0.11128668217100783,-0.15123506723622646,-0.9171019738591084,-0.0876930812312821,-0.456002066446751,-0.024066896481631555,-0.11128668217100783,-0.15123506723622646,-0.9171019738591084,,True,False,False,-0.9171019738591084,-0.9171019738591084
season_tilt_XLF_s1_l3,season_tilt,XLF,SPY,1,3,0,0.10015506329649426,0.19304559046556174,0.5911768410173707,-0.5660236430881951,15.906422423306113,-0.004122890803252345,-0.14564858580167286,0.028307111809972623,762,48.0,0.25,20,0.04861879226591137,0.2160640366265563,0.3275976536543193,-0.5660236430881951,0.15415089840661467,0.1669238135730993,0.9429974902242464,-0.33717252846989076,0.0007342610469806046,0.022553482024108375,-0.008973615015395,-0.38503350786657375,-0.004122890803252345,-0.14564858580167286,0.0007342610469806046,0.022553482024108375,-0.008973615015395,-0.38503350786657375,,True,False,False,-0.38503350786657375,-0.38503350786657375
season_only_XLV_s1_l3,season_only,XLV,SHY,1,3,0,0.02733659564192603,0.03617507715178083,0.7636748801161709,-0.06106961797814092,15.906422423306113,-0.09062097543993672,-0.4726308046848268,0.19173734454394523,378,378.0,0.0,1,0.02915012040649656,0.03531679275868721,0.8313259110862615,-0.06106961797814092,0.025528660156117766,0.037019846250838526,0.6994768340320202,-0.03926620657837321,-0.04068804547419982,-0.1886392717848486,-0.14048782742159896,-0.8547819186852866,-0.09062097543993672,-0.4726308046848268,-0.04068804547419982,-0.1886392717848486,-0.14048782742159896,-0.8547819186852866,,True,False,False,-0.8547819186852866,-0.8547819186852866
season_tilt_XLV_s1_l3,season_tilt,XLV,SPY,1,3,0,0.09786881654977964,0.1886031831405357,0.5895774731026281,-0.5572409588003604,15.906422423306113,-0.007050785011906941,-0.29179392469683596,0.024163577152034498,1029,38.0,0.2777777777777778,18,0.03263793693682793,0.21011652035185585,0.25776613069108495,-0.5572409588003604,0.16712566570463316,0.164300473388049,1.0234661751434224,-0.337172528469891,-0.015886887945587666,-0.5555258032733446,0.0017736247992325214,0.09482265127777885,-0.007050785011906941,-0.29179392469683596,-0.015886887945587666,-0.5555258032733446,0.0017736247992325214,0.09482265127777885,,True,False,False,-0.5555258032733446,-0.5555258032733446
season_only_XLI_s1_l3,season_only,XLI,SHY,1,3,0,0.018061654587585574,0.04716770094271952,0.40315822569800214,-0.11519367741196085,15.906422423306113,-0.09923092652469538,-0.5187775721924923,0.19127836638218387,574,168.0,0.0,5,0.027341007038170106,0.051610868599338465,0.5485119419705493,-0.11519367741196085,0.008878230662758169,0.0422703297716979,0.23030843286258457,-0.08183047317838332,-0.04173863262875017,-0.19419709891733863,-0.15664713886718326,-0.9536256897185513,-0.09923092652469538,-0.5187775721924923,-0.04173863262875017,-0.19419709891733863,-0.15664713886718326,-0.9536256897185513,,True,False,False,-0.9536256897185513,-0.9536256897185513
season_tilt_XLI_s1_l3,season_tilt,XLI,SPY,1,3,0,0.08795710056293138,0.19103148524230348,0.5370121941952691,-0.5820122281859286,15.906422423306113,-0.015660736096665615,-0.7698743122125976,0.02034193874017837,991,32.5,0.3,20,0.030822692436234034,0.21346092128268948,0.24880589370495285,-0.5820122281859286,0.14817627466201988,0.16561766266923425,0.9177563743952736,-0.3371725284698909,-0.016937475100138013,-0.7655968937608931,-0.014385686646351762,-0.7819907196509945,-0.015660736096665615,-0.7698743122125976,-0.016937475100138013,-0.7655968937608931,-0.014385686646351762,-0.7819907196509945,,True,False,False,-0.7819907196509945,-0.7819907196509945
season_only_XLY_s1_l3,season_only,XLY,SHY,1,3,0,0.030783559602014954,0.04577625793300212,0.6852111057931005,-0.08492556663284845,15.906422423306113,-0.0868805728296736,-0.45458547235077,0.19112043414056637,253,153.0,0.0,4,0.04283287088937171,0.051556419521122845,0.839198050643052,-0.08492556663284845,0.01888914066151748,0.03915883906150236,0.49752499199769956,-0.06082275799923087,-0.026781763630698473,-0.12463302924075309,-0.14689985118277446,-0.8960179086486207,-0.0868805728296736,-0.45458547235077,-0.026781763630698473,-0.12463302924075309,-0.14689985118277446,-0.8960179086486207,,True,False,False,-0.8960179086486207,-0.8960179086486207
season_tilt_XLY_s1_l3,season_tilt,XLY,SPY,1,3,0,0.10155243325301533,0.19067120622679087,0.6027999351336919,-0.5624241561505049,15.906422423306113,-0.0033103824016438247,-0.17817126389859855,0.018579777283994806,883,33.0,0.25,20,0.046367058617031054,0.21344086352217792,0.318904277117494,-0.5624241561505049,0.15956941309935302,0.1648175778388625,0.9813513548274392,-0.3371725284698911,-0.0019806061020863136,-0.09160590843694011,-0.004638398961942989,-0.31043532247759137,-0.0033103824016438247,-0.17817126389859855,-0.0019806061020863136,-0.09160590843694011,-0.004638398961942989,-0.31043532247759137,,True,False,False,-0.31043532247759137,-0.31043532247759137
season_only_XLP_s1_l3,season_only,XLP,SHY,1,3,0,0.020726623247332876,0.02962899812877377,0.7072063270711628,-0.06380390823204585,15.906422423306113,-0.0972931582055677,-0.5066664174718938,0.19202606458709068,315,315.0,0.0,1,0.029637589339290615,0.02900545152832973,1.0214885486167795,-0.028670397300355255,0.011904416301627974,0.030235434781415032,0.4064890488206952,-0.06380390823204452,-0.040419073807312265,-0.18746376172900536,-0.15409197914851006,-0.9332279528033721,-0.0972931582055677,-0.5066664174718938,-0.040419073807312265,-0.18746376172900536,-0.15409197914851006,-0.9332279528033721,,True,False,False,-0.9332279528033721,-0.9332279528033721
season_tilt_XLP_s1_l3,season_tilt,XLP,SPY,1,3,0,0.09080503375350513,0.18746953979940634,0.5575519387379924,-0.558235797427868,15.906422423306113,-0.013722967777537946,-0.5190113357076654,0.026440593554333168,994,37.5,0.3333333333333333,18,0.033127057914515756,0.20914812819160733,0.2602456669485231,-0.558235797427868,0.1516202924311334,0.16295313659408633,0.9484433903889509,-0.3371725284698909,-0.015617916278700109,-0.5583869497588542,-0.0118305269276786,-0.4765510355149238,-0.013722967777537946,-0.5190113357076654,-0.015617916278700109,-0.5583869497588542,-0.0118305269276786,-0.4765510355149238,,True,False,False,-0.5583869497588542,-0.5583869497588542
season_only_XLE_s1_l3,season_only,XLE,SHY,1,3,0,0.02598724375082373,0.06635585216840491,0.41968563800287484,-0.12160077694518856,15.906422423306113,-0.09039837499449471,-0.4617061903323772,0.1957919925860598,570,124.0,0.0,7,0.037345349633602254,0.067869504244752,0.5742686381250487,-0.12160077694518856,0.014768284514289798,0.06481635340328974,0.25821558976959536,-0.11806058400944264,-0.031072482618104212,-0.1424979001279438,-0.14964575935274266,-0.8769085245715945,-0.09039837499449471,-0.4617061903323772,-0.031072482618104212,-0.1424979001279438,-0.14964575935274266,-0.8769085245715945,,True,False,False,-0.8769085245715945,-0.8769085245715945
season_tilt_XLE_s1_l3,season_tilt,XLE,SPY,1,3,0,0.09642682434383842,0.19663538828818006,0.5666263308477354,-0.5632486500460522,15.906422423306113,-0.006828184566464942,-0.14708859822477324,0.04642225603394807,760,45.0,0.16666666666666666,24,0.040860940008974556,0.21795883182099546,0.29260794237439414,-0.5632486500460522,0.15487958124875023,0.1727300802333895,0.9205000363963324,-0.3371725284698909,-0.006271325089492055,-0.1461588506236413,-0.007384307131911179,-0.1485946723790426,-0.006828184566464942,-0.14708859822477324,-0.006271325089492055,-0.1461588506236413,-0.007384307131911179,-0.1485946723790426,,True,False,False,-0.1485946723790426,-0.1485946723790426
season_only_XLU_s1_l3,season_only,XLU,SHY,1,3,0,0.010074373768059308,0.04018717110354242,0.2696729784673359,-0.15171959189300743,15.906422423306113,-0.10740957901934742,-0.5551403220352652,0.1934818545076325,438,226.0,0.0,3,0.024764422368741545,0.03842544027620828,0.6559076012416889,-0.06347586954726891,-0.004386068896650164,0.04186163976880945,-0.08384140954855278,-0.12741104848527596,-0.044844272032736596,-0.20728333218366768,-0.16989209115771836,-1.0141388811804777,-0.10740957901934742,-0.5551403220352652,-0.044844272032736596,-0.20728333218366768,-0.16989209115771836,-1.0141388811804777,,False,False,False,-1.0141388811804777,-1.0141388811804777
season_tilt_XLU_s1_l3,season_tilt,XLU,SPY,1,3,0,0.07942144965943698,0.1894430542313865,0.4983428130354609,-0.5389000781247195,15.906422423306113,-0.02383938859131766,-0.6697316822818106,0.035595432054364856,1029,28.0,0.3157894736842105,19,0.02823737565433304,0.210663260169073,0.23736790101274996,-0.5389000781247195,0.1330805439868552,0.1655590143335325,0.8380800882099585,-0.337172528469891,-0.020043114504124437,-0.6044008961979512,-0.027630638936886897,-0.72950600414075,-0.02383938859131766,-0.6697316822818106,-0.020043114504124437,-0.6044008961979512,-0.027630638936886897,-0.72950600414075,,True,False,False,-0.72950600414075,-0.72950600414075
season_only_XLB_s1_l3,season_only,XLB,SHY,1,3,0,0.0220759303450222,0.054260476151781166,0.4296711539489413,-0.14643703254741935,15.906422423306113,-0.09493281174506134,-0.4936146311501747,0.19232171364908246,574,408.5,0.0,4,0.033440944876127254,0.060416051775636664,0.5748584897076069,-0.14643703254741935,0.010850692129071193,0.047323358473006706,0.2517308742918413,-0.10450775895824349,-0.03531713011312108,-0.16350796462639497,-0.15446960187065142,-0.9345195039452744,-0.09493281174506134,-0.4936146311501747,-0.03531713011312108,-0.16350796462639497,-0.15446960187065142,-0.9345195039452744,,True,False,False,-0.9345195039452744,-0.9345195039452744
season_tilt_XLB_s1_l3,season_tilt,XLB,SPY,1,3,0,0.09224697809072224,0.19289785959515696,0.5540981743100073,-0.5748660147289117,15.906422423306113,-0.011362621317031573,-0.3989534954585306,0.028481067208026675,760,43.5,0.22727272727272727,22,0.03694330312220706,0.2157561538800696,0.27592185314696815,-0.5748660147289117,0.15042107823639994,0.16697146466727997,0.9233565922829204,-0.3371725284698909,-0.010515972584508924,-0.3415357012877995,-0.012208149649819961,-0.4699490455451391,-0.011362621317031573,-0.3989534954585306,-0.010515972584508924,-0.3415357012877995,-0.012208149649819961,-0.4699490455451391,,True,False,False,-0.4699490455451391,-0.4699490455451391
qqq_relative_momentum_s1_l3_lb21,qqq_relative_momentum,QQQ_if_relative_strength_positive,SPY,1,3,21,0.10180271177966649,0.19023200922526465,0.6049630981259897,-0.557703999991767,9.343632752151843,-0.0031636274833682174,-0.23805893128179192,0.013289261891306279,973,36.0,0.3684210526315789,19,0.04494731642601968,0.21246890172805555,0.313027467877413,-0.557703999991767,0.16167014924424583,0.16505310865198514,0.9911586016422486,-0.3371725284698911,-0.003539208080332041,-0.2335777292138855,-0.0027885439052799527,-0.25065337733784615,0.0009034756177456036,0.014847888645494512,0.013215206525292953,0.2041795663653167,-0.011391962747797933,-0.2008475875710048,qqq_relative_momentum_all_year_lb21,True,False,False,-0.25065337733784615,-0.2008475875710048
sector_momentum_s1_l3_lb21,sector_momentum,top_3_sectors,SPY,1,3,21,0.09910792989222661,0.18939029096818202,0.5938641076364606,-0.5607413157585679,15.795188700066207,-0.0057748770061871475,-0.2973496087339231,0.01942116900969146,973,32.5,0.35,20,0.041053728783600585,0.21177691403644008,0.2957252265239438,-0.5607413157585679,0.16031618768380684,0.16399980102205164,0.9893332471793673,-0.33717252846989076,-0.007420034514992134,-0.3519519204655444,-0.00413189659157114,-0.23462868693376918,0.08457998462041058,0.5302884609137843,0.06600411237594198,0.3683635820052363,0.10313127476662892,0.752354105577745,spy_trend_gate_all_year_lb21,True,False,True,-0.3519519204655444,0.3683635820052363
season_trend_gate_s1_l3_lb21,season_trend_gate,SPY_if_trend_positive_else_SHY,SPY,1,3,21,0.10678504405257194,0.1872369787496745,0.6357097914721102,-0.5020231913652959,8.12006179651291,0.000781407569807332,0.027128571700014648,0.02880385957830984,470,40.5,0.2727272727272727,22,0.054883460270378714,0.20964013210076618,0.35954294317183216,-0.5020231913652959,0.161166446054541,0.161797803170762,1.0051085961412667,-0.3371725284698909,0.005326819711481008,0.19247391188169263,-0.003757989469782082,-0.12572063126039318,0.000781407569807332,0.027128571700014648,0.005326819711481008,0.19247391188169263,-0.003757989469782082,-0.12572063126039318,,True,False,False,-0.12572063126039318,-0.12572063126039318
qqq_relative_momentum_s1_l3_lb63,qqq_relative_momentum,QQQ_if_relative_strength_positive,SPY,1,3,63,0.0988251543957861,0.1904849778542192,0.5902055100106884,-0.562227855132664,11.5683072169499,-0.005821689643192033,-0.37870890883176656,0.015372465520155474,973,38.0,0.3684210526315789,19,0.04461861167916603,0.21251750075768622,0.31153182279372343,-0.562227855132664,0.1557671633049056,0.16557839631846433,0.9577544082649392,-0.337172528469891,-0.00384184600435166,-0.24408025601113204,-0.007798913286039234,-0.5199700499300851,-0.029416841948944648,-0.4702323832556239,-0.029099331855577722,-0.45879454226098904,-0.029733931870154495,-0.4819619483869447,qqq_relative_momentum_all_year_lb63,True,False,False,-0.5199700499300851,-0.4819619483869447
sector_momentum_s1_l3_lb63,sector_momentum,top_3_sectors,SPY,1,3,63,0.09589308896236592,0.1897197308553806,0.5777214996626553,-0.5718674802432488,15.572721253586401,-0.00864180572165036,-0.4175724891307233,0.020695342597019117,988,43.5,0.2777777777777778,18,0.0337465682933602,0.21197491081942332,0.26242614284453125,-0.5718674802432488,0.1616859678055027,0.1644944426873016,0.9940223132716945,-0.337172528469891,-0.014420052164805398,-0.6765964854238714,-0.0028712058331179353,-0.1431449016529698,0.051638279171474455,0.3214771254716428,0.015725597169341087,0.08415726065188177,0.08750343667161999,0.6771318002811721,spy_trend_gate_all_year_lb63,True,False,True,-0.6765964854238714,0.08415726065188177
season_trend_gate_s1_l3_lb63,season_trend_gate,SPY_if_trend_positive_else_SHY,SPY,1,3,63,0.10262861283093727,0.18722829945109265,0.6156344658917419,-0.539027582825721,5.227984992275435,-0.0029827790146236327,-0.10094228494041561,0.029549351061196133,870,43.0,0.2777777777777778,18,0.0456535170759802,0.20946435161113156,0.3177162429187044,-0.539027582825721,0.16262651163738728,0.1619935209894254,1.011853409667056,-0.3371725284698912,-0.00349758357166897,-0.11506070954908977,-0.0024686557163657395,-0.08606461981207758,-0.0029827790146236327,-0.10094228494041561,-0.00349758357166897,-0.11506070954908977,-0.0024686557163657395,-0.08606461981207758,,True,False,False,-0.11506070954908977,-0.11506070954908977
qqq_relative_momentum_s1_l3_lb126,qqq_relative_momentum,QQQ_if_relative_strength_positive,SPY,1,3,126,0.09862053926407288,0.19035933261857713,0.5894903250490571,-0.5679276307551369,10.900904877510483,-0.0060319882855695865,-0.41832002756269276,0.014419554140676626,975,38.0,0.3684210526315789,19,0.04305828250235,0.2121491889040556,0.3046567578170556,-0.5679276307551369,0.157063051344408,0.16575806044281272,0.9636594318035612,-0.3371725284698911,-0.005415126325932526,-0.4079607419069297,-0.006648033930306378,-0.4293934903700219,-0.01968351745717585,-0.2905524496078162,0.012334697016574452,0.17852372314923132,-0.05165936111336053,-0.778869840340408,qqq_relative_momentum_all_year_lb126,True,False,False,-0.4293934903700219,-0.778869840340408
sector_momentum_s1_l3_lb126,sector_momentum,top_3_sectors,SPY,1,3,126,0.09115984275661204,0.18908988859218195,0.5561161666452659,-0.5581427463408779,15.350253807106595,-0.013091029151751574,-0.6392713710165255,0.02047804695357328,1029,44.5,0.2777777777777778,18,0.029811191748965626,0.21105518382097785,0.2445712149962284,-0.5581427463408779,0.1560746689515906,0.16422662139691924,0.9658788283434702,-0.337172528469891,-0.01842978765261128,-0.8514886625343007,-0.007759335615824631,-0.40325035915771495,0.0427199567281382,0.27133329632021497,0.03206618833061387,0.17063120900948756,0.05335962662315146,0.4464488567279665,spy_trend_gate_all_year_lb126,True,False,True,-0.8514886625343007,0.17063120900948756
