strategy,kind,total_return,stress_return,annual_vol,max_drawdown,ulcer_index,cvar_5pct_daily,excess_cash_sharpe
O1_matched_95_85_put_spread,overlay_candidate,-0.03681017925490626,-0.04667394079648168,0.0741051852650622,-0.07836317478264032,0.053435478909734546,-0.010285571201457762,-0.7466013741339896
O2_calm_vix_put_spread,overlay_candidate,-0.03737805106381065,-0.03737805106380854,0.09216281887070889,-0.10149128821443298,0.06202160468405817,-0.013270094632674718,-0.5904149343882519
O3_put_spread_call_flywheel,overlay_candidate,-0.026607452141383603,-0.037628383917605146,0.07213029156341391,-0.07713498450606726,0.04951061499587625,-0.010164741063010983,-0.6224144864130244
O4_matched_95_110_collar,overlay_candidate,-0.02443681553198862,-0.03409065404428324,0.06685208504289651,-0.07336785240588128,0.04544465831469122,-0.009337203812716436,-0.643486963855669
O5_half_notional_long_put,overlay_candidate,-0.048198725068454684,-0.055216696440080315,0.06921366417203927,-0.07831495440296088,0.055646546393088935,-0.0095540456882659,-0.9767405316669139
C2_unhedged,benchmark,-0.03737805106380887,-0.04251975598348223,0.09216281887070886,-0.10149128821443265,0.06202160468405766,-0.013270094632674735,-0.590414934388234
synthetic_spy_collar,benchmark,-0.15515613377865656,-0.15515613377865656,0.1390354336662801,-0.16629417927044687,0.11235712884185822,-0.019220524218266373,-1.2941516336583399
SPY,benchmark,-0.18175373711459009,-0.18175373711459009,0.2424298190313259,-0.2449638360840718,0.15057521996152862,-0.03353782503920501,-0.793610119332344
