strategy,kind,cagr,stress_20bp_cagr,annual_vol,max_drawdown,ulcer_index,downside_deviation,cvar_5pct_daily,excess_cash_sharpe,sortino,calmar,cagr_2013_2016,cagr_2017_2021,worst_calendar_year,largest_year_abs_share,rolling_5y_target_share,bootstrap_90_low_excess_cash,bootstrap_90_high_excess_cash,bootstrap_one_sided_p,deflated_sharpe_probability,annual_traded_notional,passes_all_gates
O1_matched_95_85_put_spread,overlay_candidate,0.06559868819832615,0.05571403928928187,0.10212973035757068,-0.13934285819689085,0.05629769357168003,0.07236302041710173,-0.015437302720388507,0.6091783928946817,0.8129137859287469,0.470771800199731,0.05485402321649069,0.07428008474255576,-0.08929926406041311,0.3120751157776575,0.310515873015873,0.020591671875045396,0.10165343552615269,0.00639872025594881,0.5105772164404221,,False
O2_calm_vix_put_spread,overlay_candidate,0.0849403085564242,0.0792179466197156,0.10423019474105696,-0.1371097287645443,0.05088943006046824,0.07305808259708634,-0.01579507761393914,0.771546169080584,1.0357968549714804,0.6195060651187666,0.06443468846801381,0.10164221780549121,-0.07318556311388302,0.28719167304344567,0.38095238095238093,0.03685144189505432,0.12370660784622121,0.0013997200559888023,0.6951313143155072,,False
O3_put_spread_call_flywheel,overlay_candidate,0.06519570486324189,0.054736415202997435,0.09937784140017823,-0.1357552526853082,0.05458172472527108,0.07094561696155512,-0.015128039273173537,0.619473545751647,0.8191957233913759,0.480244436761286,0.05587561791586859,0.07271696236268532,-0.08678685101903116,0.3153585983539208,0.29563492063492064,0.02151013518953944,0.10065597803772056,0.0061987602479504095,0.5227549240210102,,False
O4_matched_95_110_collar,overlay_candidate,0.06344413700550677,0.05461794142282317,0.09308689857296266,-0.153530403818808,0.06098358219305432,0.06464994470572029,-0.013456345398968594,0.6370822564674068,0.8868239664016897,0.4132350038001701,0.04263290791749341,0.08040537895569022,-0.10428884834103569,0.279499970499707,0.3482142857142857,0.018373247454998316,0.10086939956656223,0.010197960407918417,0.5438520478977842,,False
O5_half_notional_long_put,overlay_candidate,0.06954006164348336,0.0645424550982503,0.10293792629974373,-0.140062620083499,0.054231875973564166,0.07335871385062326,-0.015724936997340927,0.6410667546877006,0.8519558216574898,0.4964926516584276,0.06684326996446255,0.07170412165312023,-0.09561865558415594,0.33060150787548115,0.25496031746031744,0.02254778698808976,0.10837740015848288,0.0061987602479504095,0.548287569149572,,False
C2_unhedged,benchmark,0.10015706946912228,0.08773470284165108,0.12525587261978358,-0.20328936292906208,0.04620183199673873,0.09033370003509067,-0.019741052953962616,0.772629182672656,0.9641115395134762,0.49268229299371724,0.10979254473136679,0.09250290398838668,-0.04786862748428233,0.3197781160888358,0.6130952380952381,0.0474398864485169,0.1434754170814858,0.0001999600079984003,0.6948267251462829,,False
synthetic_spy_collar,benchmark,0.10636516781438976,0.10636516781438976,0.09391460867237604,-0.13920622229855062,0.04060025516237538,0.06455631521621913,-0.013524227672420456,1.0537109887190004,1.4631158447471873,0.7640834300227771,0.06181222293638222,0.14337964426812677,-0.07410932659106462,0.1967788609835843,0.4583333333333333,0.06021467376790053,0.13686189311305155,0.0001999600079984003,0.9103291681732666,,False
SPY,benchmark,0.1650294231541991,0.1650294231541991,0.16444831644542046,-0.33717262742331977,0.04609807326156183,0.11809865410664544,-0.02543951506131781,0.9718913986756671,1.1200651565210034,0.4894508323981024,0.14220757438142173,0.18362966044269102,-0.04569009261859225,0.19290523258800307,0.9801587301587301,0.102483344454711,0.20984061643140725,0.0001999600079984003,0.860067085548186,,False
