date,PriceUSD,FlowInExNtv,FlowOutExNtv,SplyExNtv,CapMVRVCur,IRX,rf
2018-05-25,578.59427294,316887.974264,376627.380618,11024878.4569,1.27263401,1.85300004482,5.07671245157e-05
2018-05-26,584.287411455,204732.740905,279088.266047,10950522.9318,1.28586339,1.85300004482,5.07671245157e-05
2018-05-27,570.388842782,371995.601136,392713.698737,10929804.8342,1.26009992,1.85300004482,5.07671245157e-05
2018-05-28,513.597075102,581277.773082,557849.30381,10953233.3034,1.1416378,1.85300004482,5.07671245157e-05
2018-05-29,563.903260959,470943.944606,393401.455007,11030775.793,1.25264302,1.84000003338,5.04109598186e-05
2018-05-30,556.76238457,441303.573987,428104.43395,11043974.9331,1.23976503,1.87800002098,5.14520553693e-05
2018-05-31,575.469864699,442924.594371,478974.349118,11007925.1783,1.28068553,1.87000000477,5.1232876843e-05
2018-06-01,578.827563998,623948.008036,356988.772956,11274884.4134,1.28793241,1.86800003052,5.11780830279e-05
2018-06-02,591.811959088,289190.561744,246029.748578,11318045.2266,1.31497844,1.86800003052,5.11780830279e-05
2018-06-03,618.232842782,251994.798841,210848.25901,11359191.7664,1.37031158,1.86800003052,5.11780830279e-05
2018-06-04,589.88267066,420400.200239,392485.178556,11387106.7881,1.3105608,1.86500000954,5.10958906722e-05
2018-06-05,607.180310345,444787.953819,418530.75096,11413363.9909,1.34684862,1.90299999714,5.2136986223e-05
2018-06-06,605.429444769,405516.753987,382380.059689,11436500.6852,1.34285375,1.89999997616,5.20547938673e-05
2018-06-07,602.159334015,492389.724285,396290.277382,11532600.1321,1.33702395,1.88499999046,5.16438353552e-05
2018-06-08,600.128180596,356890.442449,368418.948057,11521071.6265,1.3313574,1.87999999523,5.15068491844e-05
2018-06-09,595.95362332,260096.968091,245094.917111,11536073.6775,1.31920168,1.87999999523,5.15068491844e-05
2018-06-10,521.2769173,419404.676384,433184.215221,11522294.1387,1.1617924,1.87999999523,5.15068491844e-05
2018-06-11,529.37152893,444173.306726,434948.921862,11531518.5235,1.18501233,1.86800003052,5.11780830279e-05
2018-06-12,489.83608533,584244.33355,441857.61119,11673905.2459,1.10629446,1.88800001144,5.17260277108e-05
2018-06-13,474.450975161,592711.017388,525901.227375,11740715.0359,1.07849175,1.89499998093,5.19178076966e-05
2018-06-14,517.722229106,535195.191597,592021.385735,11683888.8418,1.17313082,1.88300001621,5.15890415401e-05
2018-06-15,486.499246347,527885.105897,481537.841875,11730236.1058,1.108696,1.88800001144,5.17260277108e-05
2018-06-16,497.322004676,220069.383695,254892.392141,11695413.0974,1.13335781,1.88800001144,5.17260277108e-05
2018-06-17,495.830741087,207428.18367,234538.179179,11668303.1019,1.13084684,1.88800001144,5.17260277108e-05
2018-06-18,516.850604033,300738.335995,311748.890823,11657292.547,1.1780153,1.88300001621,5.15890415401e-05
2018-06-19,537.074779369,352556.736554,339573.520599,11670275.763,1.22191667,1.89800000191,5.20000000523e-05
