offset,ExcessCAGR,ExcessSharpe
104,0.1857116121275868,1.2261365220103506
117,-0.02772093382891838,-0.1714128434575912
175,-0.005415739433696332,0.01503160199745316
47,-0.07370185458698264,-0.3658782194056766
471,0.11512505434212272,0.8657555111933524
129,0.3126592077828416,1.8893870053757071
357,-0.1293845512189329,-1.1430340032478197
109,-0.02199563502422086,-0.14959831109994676
411,-0.0161120511441305,-0.025033675200750817
249,0.3267562942072315,1.69288451173904
31,0.08611770507057526,0.6089916318475449
344,0.024381033076782632,0.29548677736102624
406,0.006078385658469632,0.11271256798623575
433,-0.01849335740981195,-0.07783576232336477
75,0.20494585351693884,1.1953339510221255
423,0.009497773918857755,0.13695480382654485
30,-0.15850418947995137,-1.1584552544117035
97,0.14051119163164394,0.9132745803179345
435,-0.09441676537994093,-0.6522877400460356
385,0.04061345717518039,0.3733487857970973
419,-0.01864647768820671,-0.07430387536254957
381,0.00042336742172333075,0.05732025953190331
116,0.0791832811236155,0.5465007666998398
470,-0.06428512983745549,-0.7416609502610518
158,0.012467828407998205,0.15743275399106246
399,-0.006562808596888958,0.02361006494917526
217,0.033253299498016364,0.304401953087448
21,-0.035267023755835014,-0.21370001507716702
375,-0.10353635540720574,-0.6885985441728197
156,0.057285479928966376,0.47448931822933227
323,-0.10380693792331919,-0.6669607765591412
143,0.03866145238377228,0.317842810755048
228,0.03119164234183769,0.2619888672109868
275,-0.046102304067185074,-0.38171193685810667
244,-0.082712624365185,-0.6348121319309247
336,-0.10159406651682878,-0.7871023084917766
295,0.1195869067429336,1.1036098763375353
434,-0.1649157569722517,-1.5232892660388762
42,0.05862394204096155,0.4989703907226118
281,0.1697957589429997,1.4843403708298109
177,0.0715844564657,0.5078835497963895
316,0.3260307567516043,1.8387317255284577
92,-0.12579921565604657,-0.9919599561757627
87,0.05970138360134669,0.43651280737753845
165,0.06967872567305111,0.544776832658695
214,0.05332687392576574,0.5034544034876123
261,0.07135541889961927,0.5383819549938864
327,0.03617886045024843,0.3178375261534093
268,-0.13333687591467158,-1.0357833618391308
254,-0.09579934584328631,-0.6549724242163557
466,0.07396222920078377,0.5426508279065938
285,0.04363465946721545,0.4830421237993001
315,0.13216218213691344,1.0625212671803796
146,0.06582494128431016,0.49206769224965474
187,0.04501967227087644,0.4002856610170948
488,0.2101168396019668,1.3113677790949099
377,0.05324926663804885,0.4486813522700359
450,-0.12955013483867783,-1.0162967102805107
386,0.16385174862327223,1.1851170840604397
424,0.0906037418700627,0.5904417242008487
241,0.08794214179686244,0.5968687577136123
210,0.15069605767521388,1.0117319554564448
349,0.06663628699367807,0.48657779968044584
132,0.31460490264105445,1.7519480761703772
429,0.001996771019026955,0.09067729333346596
309,0.14502373101229638,0.9286447455597646
416,0.0476748876213553,0.3795019820418171
