offset,ExcessCAGR,ExcessSharpe,MaxDD
333,0.06727966008794506,0.4136680066686776,-0.15255716544161024
334,0.14439931810635764,0.7242957374713654,-0.1390710494231735
335,0.16444027369319736,0.8029468747239611,-0.15477666003512203
336,0.19168093991852575,0.9373148587236854,-0.15923393977213673
337,0.21318281933983885,1.0180841059364394,-0.15145960220676502
338,0.20737552098470702,0.9672601126027779,-0.13837908857734882
339,0.11978199695439606,0.6260809604967799,-0.17165065117333334
340,0.12399517840857466,0.6403714985951036,-0.16066595772835646
341,0.14616592101891257,0.7348002480204872,-0.133015856791036
342,0.11381966999454929,0.6065645505455579,-0.13759188302523762
343,0.10512332492539223,0.5848300101362006,-0.1279854260877229
344,0.028057996258646467,0.23620641655691796,-0.14125964731962526
345,0.002515132064667247,0.11702815912317567,-0.15600447830030761
346,-0.016999865170923112,0.017757476638518552,-0.15619192072907062
347,0.013654071963138836,0.16777574238180168,-0.14113717361808176
348,0.015686168798636713,0.1775219871618981,-0.13216052482792628
349,-0.029306727602222526,-0.047582609446429884,-0.15442920579491304
350,-0.03763267449198748,-0.08919163535178319,-0.14348591720943327
351,0.011621291391926247,0.15726851958170562,-0.1469995526892982
352,-0.007265287196799974,0.0613049602744564,-0.13892985745909647
353,0.003594170672211794,0.11605971156443858,-0.127029392988796
354,-0.028871668166707276,-0.06371238889605317,-0.13318651099235856
355,-0.016087645599193623,0.005658628479606823,-0.12087330555213271
356,0.023255894935645394,0.21931576852705675,-0.09569111344617176
357,0.006882935642961829,0.12569824894112858,-0.09569111344617187
358,0.02233549323319073,0.21450099569699563,-0.09569111344617187
359,-0.03182156855100593,-0.09495459770134619,-0.11053378675058512
360,-0.019856633892894715,-0.024639063015215398,-0.11889862483964808
361,0.028167530140061015,0.24641256760816976,-0.11093830251286374
362,-0.0528090208366746,-0.22168684025841934,-0.15960929599210139
363,-0.03765009047904666,-0.13487902213047634,-0.1374089872609513
364,0.012810892981552247,0.15973545235149816,-0.143333015658611
365,0.0785381474483855,0.5233890599986313,-0.12242079234332515
366,0.038288513336696584,0.30179473242376964,-0.14408931588878415
367,0.012749776781092903,0.16012768547032236,-0.12514323490680435
368,0.013616308952981937,0.16482535083148242,-0.11707258025500666
369,0.14963471649097193,0.8254576842121044,-0.1156137693563325
370,0.15487926093589022,0.8253477011109815,-0.15060705761147064
371,0.1592661720975237,0.8419602929123962,-0.1506070576114703
372,0.20360809777580435,1.0091345585144764,-0.15060705761147042
373,0.20425336920294734,1.0118690791160097,-0.1506070576114702
374,0.2377638043094279,1.1341998012098622,-0.1506070576114702
375,0.17761418751719216,0.8931789188165377,-0.15060705761147042
376,0.1660063372059526,0.8462145951735027,-0.15632881196319004
377,0.14993080016984317,0.7859055946119515,-0.15632881196319037
378,0.2055430107755709,1.0130190591574044,-0.15632881196319004
379,0.17867166783471,0.931613362926586,-0.15632881196318948
380,0.16341630869821877,0.8484483688688219,-0.1563288119631896
381,0.16395297936231845,0.8496831956598859,-0.15632881196319004
382,0.17326394535792256,0.8849037475185676,-0.15632881196319037
383,0.15352035821437338,0.7987064100587224,-0.15632881196318982
384,0.1543687718982374,0.751621757810995,-0.15632881196319004
385,0.13664594647011152,0.6814697368369951,-0.15632881196319004
386,0.1473028374277907,0.7200665881853284,-0.16766149301532995
387,0.07090408867817799,0.4211559159813795,-0.1676614930153304
388,0.016248153474496707,0.1821803703199388,-0.1676614930153305
389,-0.0342660306511684,-0.04859512753438399,-0.1676614930153305
390,0.029360697211419096,0.2409114432248557,-0.16766149301533062
391,0.008624310796262247,0.14793290146239896,-0.17204487662583257
392,0.1382151656498849,0.6810130153873322,-0.17088855009614334
393,0.14770858744108373,0.7160485674341787,-0.170888550096143
394,0.15190784926058787,0.7275228829858718,-0.17088855009614312
395,0.1441216282461315,0.6939327895696457,-0.17088855009614323
396,0.11736518499044069,0.5901189467892958,-0.17088855009614323
397,0.07679711787167487,0.4304701583277187,-0.17088855009614334
398,0.017848495430383915,0.19175896186362465,-0.17088855009614312
399,-0.060081629805167625,-0.13517627506649027,-0.18165656678972864
400,-0.11338747507320135,-0.37826305535357935,-0.20652427722848488
401,-0.13451370071933266,-0.4814846592463365,-0.22104870340977478
402,-0.1331784619553339,-0.47120049081438364,-0.22683505007255877
403,-0.11686855211984815,-0.39556668639946413,-0.21488365485042304
404,-0.11770238558754043,-0.39789496417263603,-0.2131073602656426
405,-0.1153125009832997,-0.38522633964912556,-0.1957081571549114
406,-0.09533279540536621,-0.2920176114282751,-0.18895818342542692
407,-0.03836994107345226,-0.03697207489793335,-0.17815489497670167
408,-0.04228346335165223,-0.05262499102364284,-0.178154894976702
409,-0.04557703115734624,-0.06342511716725814,-0.17815489497670178
410,-0.10336856056106969,-0.3325453470141978,-0.18485086722089195
