candidate,split,cost_bps,execution_lag_days,TotalReturn,TotalCAGR,TotalSharpe,MaxDD,Calmar,ExcessReturn,ExcessCAGR,ExcessSharpe,AnnTurnover,Trades,TimeInMarket,NPeriods
extreme_inflow_q80_hold10_ma100,development,0.0,1,0.3123547555292925,0.4046368626516048,1.0836500659638162,-0.1976628111355646,2.0471066880359685,0.26205602253298177,0.3376678587035695,0.9545999244381356,17.5,14,0.547945205479452,292
extreme_inflow_q80_hold10_ma100,validation,0.0,1,0.18243448019640596,0.18243448019640596,0.8349910782560719,-0.09569111344617176,1.906493441515122,0.1354938356009947,0.1354938356009947,0.6611671245459392,9.0,9,0.42191780821917807,365
extreme_inflow_q80_hold10_ma100,validation_h1,0.0,1,0.13805050536864583,0.2979379360102601,1.0708092589141875,-0.09569111344617176,3.1135381884531665,0.11456656998104076,0.24449394592739115,0.9203818160958729,8.066298342541437,4,0.5580110497237569,181
extreme_inflow_q80_hold10_ma100,validation_h2,0.0,1,0.03900000449750096,0.07884783201855505,0.5190190703506242,-0.09248841644245198,0.8525157533388589,0.01877614687502205,0.03759009454440099,0.29783834415273996,9.918478260869565,5,0.28804347826086957,184
extreme_inflow_q80_hold10_ma100,development,0.0,2,0.117713568019024,0.1492464042952435,0.5522107838238529,-0.2842263214322007,0.5250970548512155,0.07485133918339648,0.09442373310951946,0.4243330619814704,17.5,14,0.547945205479452,292
extreme_inflow_q80_hold10_ma100,validation,0.0,2,0.09919762542183963,0.09919762542183963,0.5243602167205149,-0.15045816198793538,0.6593037168019763,0.05555325950535517,0.05555325950535517,0.34901083431565105,9.0,9,0.4246575342465753,365
extreme_inflow_q80_hold10_ma100,validation_h1,0.0,2,0.14577721128398724,0.31576982200563997,1.118626111388844,-0.09569111344617165,3.2998865896075857,0.12213470262019599,0.2615935552330646,0.9683791994771704,8.066298342541437,4,0.5580110497237569,181
extreme_inflow_q80_hold10_ma100,validation_h2,0.0,2,-0.04065326610044073,-0.07903085849068014,-0.39865175911851397,-0.15045816198793527,-0.525268004383952,-0.059334626190039264,-0.11426575097998037,-0.6281126474345458,9.918478260869565,5,0.29347826086956524,184
extreme_inflow_q80_hold10_ma100,development,0.0,3,0.1704178836145167,0.2173800665493355,0.6977953953203838,-0.27533986911923614,0.7894972393380448,0.12554120653178336,0.15931578498474397,0.5719652236493957,17.5,14,0.547945205479452,292
extreme_inflow_q80_hold10_ma100,validation,0.0,3,0.13761032016599328,0.13761032016599328,0.6697396114542692,-0.1411577614318078,0.9748689605882688,0.09244468464122324,0.09244468464122324,0.49569909442262927,9.0,9,0.4273972602739726,365
extreme_inflow_q80_hold10_ma100,validation_h1,0.0,3,0.1286708656369988,0.27645618190174903,1.0176417239842954,-0.0956911134461721,2.8890476027040943,0.10537948777516681,0.22389450784810605,0.8658896319844229,8.066298342541437,4,0.5580110497237569,181
extreme_inflow_q80_hold10_ma100,validation_h2,0.0,3,0.007920337807201694,0.015772742931147388,0.17731397134611668,-0.14115776143180803,0.11173840369214873,-0.011701685508909265,-0.023078975319453576,-0.04025788673659825,9.918478260869565,5,0.29891304347826086,184
extreme_inflow_q80_hold10_ma100,development,15.0,1,0.2852041921156958,0.36840662101319555,1.0150194213731873,-0.21066389230406446,1.748788636647096,0.23594259344957025,0.3031603994213674,0.8858889613295277,17.5,14,0.547945205479452,292
extreme_inflow_q80_hold10_ma100,validation,15.0,1,0.16665105161748883,0.16665105161748883,0.7778989373326743,-0.09569111344617154,1.7415520168571756,0.12033531722567603,0.12033531722567603,0.6038901860443892,9.0,9,0.42191780821917807,365
extreme_inflow_q80_hold10_ma100,validation_h1,15.0,1,0.13124396877983258,0.2823312519037824,1.027450195339668,-0.09569111344617154,2.950443794998793,0.10789972214992405,0.22952817021518856,0.8770370552942401,8.066298342541437,4,0.5580110497237569,181
extreme_inflow_q80_hold10_ma100,validation_h2,15.0,1,0.03129924562236286,0.06304383047764217,0.4363533417238537,-0.0937538854050779,0.6724396562899951,0.011224477113884745,0.022388863353784316,0.21429494944289595,9.918478260869565,5,0.28804347826086957,184
extreme_inflow_q80_hold10_ma100,development,15.0,2,0.09444543697320995,0.11941892186274394,0.48334966813660124,-0.29701806146495124,0.4020594615483868,0.05247251027895938,0.06601533337243759,0.35552648617907046,17.5,14,0.547945205479452,292
extreme_inflow_q80_hold10_ma100,validation,15.0,2,0.0845377038413242,0.0845377038413242,0.46656643504470013,-0.15670153530438446,0.5394822946508735,0.041473874594733395,0.041473874594733395,0.29097949625588254,9.0,9,0.4246575342465753,365
extreme_inflow_q80_hold10_ma100,validation_h1,15.0,2,0.13898592676347765,0.3000901992303777,1.0768688489047948,-0.09569111344617187,3.1360299658252417,0.11548279525832084,0.24655782743991383,0.9264190528219506,8.066298342541437,4,0.5580110497237569,181
extreme_inflow_q80_hold10_ma100,validation_h2,15.0,2,-0.047804122634660606,-0.09259859477126431,-0.4868577343876127,-0.15670153530438402,-0.5909233409321528,-0.06634698533960726,-0.12731579904407753,-0.7166420276433284,9.918478260869565,5,0.29347826086956524,184
