offset,best_min_sharpe
104,0.335506201236585
117,0.6543986782432418
175,0.7078412524214054
47,0.396457044516363
471,0.8338299770901646
129,0.7672168213392954
357,0.6672590168303509
109,0.6161259537062947
411,0.6673580179061522
249,0.5093711945030341
31,1.1188085998101671
344,0.9024063411236315
406,0.46790445473918496
433,-0.07783576232336477
75,1.282850583092698
423,0.600031523500331
30,1.233486790879054
97,0.8397489020531868
435,0.11724130331833174
385,1.0477786561908986
419,0.8600341733701437
381,1.1286743443299305
116,1.1371800694891896
470,0.38133920276020866
158,-0.11469547316944495
399,0.882722897737463
217,0.6894031459601317
21,0.7212199222992075
375,0.932673480437346
156,0.08053416558234011
323,0.15260055738936065
143,-0.4601053244065601
228,0.27122993100595466
275,0.11544544072834441
244,0.3930744523705478
336,0.8105585697366182
295,1.4595395826491964
434,-0.3227471077043059
42,0.533687901429522
281,0.7467209862718724
177,0.5382445411668672
316,0.4946769619915373
92,-0.3421870788269242
87,0.5793146842948187
165,1.3357152518358266
214,0.9975848332079789
261,0.4793669516512327
327,0.4500533983161607
268,0.0012104874454943028
254,0.6135511902274852
466,1.4857978837045789
285,0.11449953723952838
315,0.36736650924867076
146,0.06967484485012862
187,0.4002856610170948
488,1.3113677790949099
377,0.9814641471689972
450,0.10655973239339807
386,1.451225308624744
424,0.5904417242008487
241,0.416487495308083
210,0.837954929424872
349,0.78219002892819
132,1.7519480761703772
429,0.08543620021889882
309,0.11126126541196113
416,0.8825799134452628
279,0.7059002125080979
472,1.2494970383913697
422,0.3391550576143617
52,0.5540961261454321
144,-0.43524530872013734
192,-0.08047183634030748
479,0.332509743205311
237,0.5544676088902836
296,1.3826197082012137
194,1.1879881002433812
371,0.5487622682430612
56,0.49146860626768285
173,1.4840314716970286
464,0.7796051444662301
462,0.8314606570589717
255,0.5963896656868901
297,1.6185042153454146
243,0.41368768723838945
402,0.8468974441139699
152,0.24803543266190647
292,1.3033357013487366
123,1.3105497639445196
318,1.5827526519337283
339,1.5438775074837758
426,0.17178953542283154
62,0.7983236145842493
373,1.2273317226063039
20,1.0547393581475744
489,0.7705829127320117
203,1.1696701559303757
89,-0.3335232562580506
226,0.29320680944752925
167,0.9429527974420294
208,1.3142872126239427
65,0.5204562725889899
397,0.7807792603342546
267,-0.04588824013856753
317,0.04549940969750123
246,0.6365219786721615
38,0.7705253787411003
459,0.5549992978899605
191,1.012122871300617
41,0.1486936037708743
265,-0.029455686492874056
63,0.3215292170435687
153,0.6117085495095598
54,0.9317418097966473
383,1.1509270018724542
408,0.820521046324764
174,1.266253373319656
36,0.7013933716371883
204,1.1709202703929196
70,0.3329428272831489
229,0.4393777298430973
182,0.3498083989170437
169,1.8915483678224652
444,0.023750069776454812
442,0.36614091044961916
334,0.6978011483067936
69,0.46805637244860887
266,0.1182294369842688
64,1.0335558704481174
348,0.7667985239656248
37,0.8251100135245848
131,1.288713353522264
157,-0.04686192742964249
467,1.275074410920252
198,0.9892657391701807
185,0.2538809604091424
342,0.7027780279173415
149,0.3510458179799971
312,0.5279024632906895
391,0.6922045681819052
161,0.7579247490949473
215,0.785147829027073
112,0.5496359858089552
264,0.26565965271781933
421,0.5273223713696963
431,0.5767947379575672
118,0.578348048294136
483,1.2046193015293096
262,0.1837064178567985
23,1.099011589282983
58,0.72296803339862
384,0.9812910386755714
154,0.06995747087250324
231,0.2864475763264788
72,0.522730007429632
61,0.21480242860973506
404,0.5367542371914307
190,0.7661236369411437
100,0.45371899647039726
387,0.9542979929249209
53,0.8450353034901286
449,0.041333585989632944
273,-0.14838432363003384
248,0.906728590670405
338,1.508414332705041
57,0.5183182649399782
350,1.2282011672992685
148,0.2659443880442896
113,0.7119843294738599
110,0.4665595046411686
220,0.898365613435638
329,0.9575714968576875
179,0.6622786198845385
368,1.5321194558373576
86,0.5558387923715885
367,0.9618304854408372
379,1.24574245578247
304,0.4847507438464272
213,1.3994901118580758
85,0.4117565066095858
127,1.0267989175363454
227,1.3725862100730237
138,0.1471896297879236
325,0.751263802874972
451,0.2364057964934805
291,0.5950570514217026
362,0.6711857424707763
382,1.0243514986560083
441,0.47887908384994526
305,0.48623785919966006
299,0.23958823577175248
401,0.7675680210044195
250,0.9716873200742532
380,1.1243716781625328
253,0.9993979158409662
46,0.2373816598586628
314,0.9156146155204606
239,0.23857429411657172
443,0.08242572304455699
259,0.24997861205648475
