name,family,flow_window,trend_window,quantile,hold,matched_control,eligible,score,development_excess_cagr,validation_excess_cagr,development_excess_sharpe,validation_excess_sharpe,validation_total_cagr,validation_max_dd,validation_ann_turnover,validation_sharpe_add,validation_dd_reduction,validation_cagr_retention
flow_riskoff_w10_q30_ma20,flow_riskoff,10.0,20.0,0.3,,price_trend_ma20,True,-0.35071341892985297,0.23217188055435778,0.005979612166728154,0.7617087544847475,0.13283247906642912,0.04757888908738872,-0.15557990951576073,28.0,0.7961299018925908,0.09012994903833871,
extreme_inflow_q70_hold5_ma20,extreme_inflow_hold,,20.0,0.7,5.0,price_trend_ma20,True,-0.38642663606592575,0.04177690276741797,0.005346465463959671,0.2915016883542923,0.13583360213177043,0.04692017508070734,-0.1508885993245893,30.0,0.7991310249579321,0.09482125922951012,
extreme_inflow_q80_hold3_ma20,extreme_inflow_hold,,20.0,0.8,3.0,price_trend_ma20,False,0.21265731419964234,-0.021138792499361347,0.1934102331194414,0.09091201869226943,0.9832299190518334,0.24273683011035452,-0.10802797640303896,22.0,1.646527341877995,0.13768188215106048,
extreme_inflow_q80_hold3_ma50,extreme_inflow_hold,,50.0,0.8,3.0,price_trend_ma50,False,0.14478545964797807,-0.0012133144920873917,0.2142161350846754,0.1540230170528462,1.067922522530995,0.2644004553116557,-0.12941459339113892,26.0,0.8938260336811181,0.026466444373935083,4.797400808442808
extreme_inflow_q90_hold3_ma100,extreme_inflow_hold,,100.0,0.9,3.0,price_trend_ma100,False,0.08908089273612918,-0.004487958891166488,0.07888550029719954,0.11126150626450564,0.5365394937570189,0.12349060808911161,-0.1036623316837686,16.0,0.33163940982846185,0.07449256329293397,1.990180867631476
flow_above_mean_w5_ma100,flow_above_mean,5.0,100.0,,,price_trend_ma100,False,-0.20498127186375423,0.18395359286716273,-0.008259135747309854,0.6632390833837202,0.04018106139230589,0.0327529363007375,-0.1094132731743328,16.0,-0.16471902253625118,0.06874162180236976,0.5278479731628081
flow_above_mean_w3_ma20,flow_above_mean,3.0,20.0,,,price_trend_ma20,False,-0.22801369686616996,-0.009345645940428415,0.052357204795464796,0.1313744052856906,0.3546422593105289,0.09586903435620098,-0.11947077339945777,28.0,1.0179396821366906,0.12623908515464166,
extreme_inflow_q70_hold10,extreme_inflow_hold,,,0.7,10.0,buy_hold,False,-0.2395908530971877,0.4159490895925182,-0.04423736609779716,0.961921516260217,0.04396704379570356,-0.004707109569864976,-0.3307508418294737,14.0,0.08793923216911748,-0.009281036983329383,
flow_above_mean_w3_ma50,flow_above_mean,3.0,50.0,,,price_trend_ma50,False,-0.31686211777884776,-0.058228226211975875,0.05649084316751107,-0.03246336789856272,0.37677159973930413,0.1001733545349075,-0.12803261031511537,24.0,0.20267511088942727,0.027848427449958635,1.817590410212157
flow_above_mean_w10_ma20,flow_above_mean,10.0,20.0,,,price_trend_ma20,False,-0.32658661288286506,0.04878080279355945,-0.02657753814017383,0.30689395556461957,-0.07443780016770245,0.013678785012513517,-0.12278457712250246,14.0,0.5888596226584593,0.12292528143159698,
flow_riskoff_w5_q20_ma100,flow_riskoff,5.0,100.0,0.2,,price_trend_ma100,False,-0.3391889824739814,0.07160733607299408,-0.021334022308822975,0.3696559819423195,0.026879153316896,0.019140714819120275,-0.14102315968521317,20.0,-0.17802093061166108,0.03713173529148939,0.30847272529676867
flow_above_mean_w3_ma100,flow_above_mean,3.0,100.0,,,price_trend_ma100,False,-0.3399992115820013,-0.025640376074225868,-0.010010295113838996,0.0683133524261673,0.04306649019767657,0.030930441698314715,-0.1358163825020785,22.0,-0.16183359373088052,0.04233851247462406,0.4984765582412285
flow_riskoff_w5_q30_ma100,flow_riskoff,5.0,100.0,0.3,,price_trend_ma100,False,-0.3444627850752399,0.11237937703732959,-0.02909842572037946,0.4689943347725748,-0.043739202574459776,0.011055098598972801,-0.1433759488688734,16.0,-0.24863928650301687,0.03477894610782917,0.17816452653288967
extreme_outflow_reversal_q30_hold5,extreme_outflow_reversal,,,0.3,5.0,buy_hold,False,-0.3910870554906198,1.0276797036436807,-0.04567900644502809,1.8299521880839271,0.05518386627419648,-0.00620511610714003,-0.2473765556267401,22.0,0.09915605464761039,0.07409324921940419,
flow_riskoff_w5_q30_ma50,flow_riskoff,5.0,50.0,0.3,,price_trend_ma50,False,-0.4225613072804204,0.21345763179251742,-0.016177081347819255,0.6956213403144296,0.019517022675683483,0.02450885519255075,-0.1615755263690959,24.0,-0.15457946617419338,-0.005694488604021886,0.44469969454537245
extreme_outflow_reversal_q20_hold5,extreme_outflow_reversal,,,0.2,5.0,buy_hold,False,-0.4401828209590125,0.6781021878954685,-0.006602006982658781,1.4481645806230787,0.14409168506029907,0.03448271947685244,-0.24130330776876174,31.0,0.18806387343371297,0.08016649707738255,
flow_riskoff_w10_q10_ma50,flow_riskoff,10.0,50.0,0.1,,price_trend_ma50,False,-0.4436636461884164,0.20899470878810833,-0.022288044770174653,0.6699840676013864,0.009091433066443593,0.018146684721717765,-0.16651438346498793,24.0,-0.16500505578343327,-0.010633345699913921,0.3292616113384121
flow_riskoff_w3_q10_ma50,flow_riskoff,3.0,50.0,0.1,,price_trend_ma50,False,-0.45439481050882824,-0.046334142373878895,0.006060267883219561,0.06361793376193638,0.143352940483839,0.047664347951039465,-0.14534072255220976,30.0,-0.03074354836603785,0.010540315212864249,0.8648433722426184
flow_above_mean_w10_ma50,flow_above_mean,10.0,50.0,,,price_trend_ma50,False,-0.4828804908757115,0.08543961639120545,-0.03950276761938032,0.40700120657138117,-0.16325122887609822,0.00022033883390060183,-0.14858123099788412,16.0,-0.33734771772597505,0.007299806767189887,0.003997926927319834
flow_riskoff_w5_q20_ma50,flow_riskoff,5.0,50.0,0.2,,price_trend_ma50,False,-0.5277377464528976,0.15280224211471616,-0.018065407005736223,0.5568326200516783,0.03480492329347346,0.022543607880946448,-0.15046192379636003,30.0,-0.1392915655564034,0.005419113968713973,0.4090413632071476
extreme_inflow_q70_hold10_ma50,extreme_inflow_hold,,50.0,0.7,10.0,price_trend_ma50,False,-0.5339190688316605,0.26081750882368215,-0.02668604267150243,0.7730545422513662,0.0042060808877060615,0.013567722735285503,-0.15506074968770733,28.0,-0.1698904079621708,0.000820288077366671,0.24617886509409942
extreme_outflow_reversal_q20_hold3,extreme_outflow_reversal,,,0.2,3.0,buy_hold,False,-0.6045068139364891,0.33005586225622663,-0.021248134260602458,0.9544248708449434,0.0756719100892895,0.019231206850849336,-0.24255762943642567,35.0,0.11964409846270341,0.07891217540971862,
extreme_outflow_reversal_q30_hold10,extreme_outflow_reversal,,,0.3,10.0,buy_hold,False,-0.6358675998960948,0.31774039635655615,-0.1960752796353531,0.7993404004034915,-0.35513945198633967,-0.1628063973932813,-0.33713429761835656,8.0,-0.3111672636129258,-0.01566449277221227,
flow_confirm_w3_ma100,flow_confirm,3.0,100.0,,,price_trend_ma100,False,-0.6390549270617781,-0.10798620867947362,-0.0517253680992813,-0.12138596642290167,-0.11439143544846217,-0.012504382898346322,-0.17692584122397825,25.0,-0.3192915193770193,0.0012290537527243073,-0.20152126538942292
flow_riskoff_w10_q20_ma20,flow_riskoff,10.0,20.0,0.2,,price_trend_ma20,False,-0.6564797364924796,0.16680538596698402,-0.02758259427175036,0.6034296331295045,-0.013721637969580557,0.012632318497103778,-0.18316307099134,33.0,0.6495757848565811,0.06254678756275944,
extreme_outflow_reversal_q10_hold3,extreme_outflow_reversal,,,0.1,3.0,buy_hold,False,-0.6693265826265103,0.2572685827593002,-0.04647740909246789,0.8816450491566998,-0.08007576185145865,-0.007039648305279256,-0.1902438842038825,29.0,-0.03610357347804474,0.1312259206422618,
flow_confirm_w5_ma50,flow_confirm,5.0,50.0,,,price_trend_ma50,False,-0.6764980643344388,0.1549291245216904,-0.06109730871911412,0.5585700369708698,-0.17021856415960676,-0.022263277424958927,-0.21179319694862853,24.0,-0.3443150530094836,-0.05591215918355452,-0.40395492129992605
flow_above_mean_w5_ma20,flow_above_mean,5.0,20.0,,,price_trend_ma20,False,-0.6877210251123281,0.006015203130901758,-0.041533385618318874,0.18248707840580516,-0.12485925578062872,-0.001894354287802158,-0.16548803102495901,28.0,0.5384381670455329,0.08022182752914042,
flow_riskoff_w3_q30_ma100,flow_riskoff,3.0,100.0,0.3,,price_trend_ma100,False,-0.6917878754895164,-0.15321835772403802,0.02029963392797418,-0.3015614169969836,0.2018509050261874,0.06249050764212982,-0.17402262011945913,24.0,-0.0030491789023696647,0.004132274857243434,1.0071001725750754
flow_confirm_w5_ma100,flow_confirm,5.0,100.0,,,price_trend_ma100,False,-0.6987242866883044,0.017135192162621937,-0.08559926041904442,0.23885281061984098,-0.27158616685953907,-0.047775323464140484,-0.17789939450937342,18.0,-0.47648625078809614,0.00025550046732913945,-0.769949522271573
flow_riskoff_w3_q30_ma20,flow_riskoff,3.0,20.0,0.3,,price_trend_ma20,False,-0.7087515191752284,0.011847830838203288,-0.031072951980429253,0.20745980472369424,-0.0213247240433995,0.008998425281079081,-0.17892067645891951,35.0,0.6419726987827622,0.06678918209517992,
flow_riskoff_w5_q10_ma50,flow_riskoff,5.0,50.0,0.1,,price_trend_ma50,False,-0.7378047897508352,0.12175200808692788,-0.046672075504453736,0.4849659912202877,-0.08739853840109213,-0.007242500313781597,-0.17399397896439484,32.0,-0.26149502725096896,-0.01811294119932083,-0.13141118391618534
extreme_outflow_reversal_q20_hold10,extreme_outflow_reversal,,,0.2,10.0,buy_hold,False,-0.743204471454785,0.2982479515943106,-0.18213153067732213,0.7762003624054438,-0.35324277280901284,-0.148287440151455,-0.3371342976183562,14.0,-0.30927058443559896,-0.015664492772211935,
flow_riskoff_w10_q10_ma20,flow_riskoff,10.0,20.0,0.1,,price_trend_ma20,False,-0.8097181969039328,0.1435365557167665,-0.04088480929408567,0.5472430291334681,-0.06809344821471995,-0.0012183659664062318,-0.18746991065377494,37.0,0.5952039746114417,0.058239947900324496,
flow_confirm_w5_ma20,flow_confirm,5.0,20.0,,,price_trend_ma20,False,-0.8211413322392733,0.046745789511680735,-0.06653592479249071,0.30689666451271014,-0.1813702371507672,-0.027926972771961434,-0.17554817581596027,30.0,0.4819271856753945,0.07016168273813916,
