candidate,split,cost,family,trend_window,quantile,hold,TotalReturn,TotalCAGR,TotalSharpe,MaxDD,Calmar,ExcessReturn,ExcessCAGR,ExcessSharpe,AnnTurnover,Trades,TimeInMarket,NPeriods
absorption_q70_hold5_ma100,development,base,absorption,100,0.7,5.0,0.1069088374362035,0.1353762844747859,0.9310501808598772,-0.10522841741152145,1.2864992917774658,0.06446917016020315,0.08122569879733654,0.6008088813785316,15.0,12,0.1267123287671233,292
absorption_q70_hold5_ma100,validation,base,absorption,100,0.7,5.0,0.10670282496352157,0.10670282496352157,1.0032533982094036,-0.09284725287816975,1.1492297473090831,0.06276274902967982,0.06276274902967982,0.6234393339134158,10.0,10,0.0958904109589041,365
absorption_q70_hold5_ma100,development,stress,absorption,100,0.7,5.0,0.08718531271429919,0.11014439573163126,0.7798701214662566,-0.11397481162601708,0.9663924349622575,0.045499446475161465,0.05719416883454853,0.44931192403385484,15.0,12,0.1267123287671233,292
absorption_q70_hold5_ma100,validation,stress,absorption,100,0.7,5.0,0.09015284147850067,0.09015284147850067,0.8573471884157162,-0.09559846633993285,0.9430364830114699,0.046868051085242834,0.046868051085242834,0.479862184891813,10.0,10,0.0958904109589041,365
absorption_q70_hold10_ma50,development,base,absorption,50,0.7,10.0,0.20232031981988086,0.2589985609578338,1.1914259291805234,-0.10791684997427853,2.399982588627864,0.15623510766104554,0.19896827048030996,0.9606862462446437,12.5,10,0.22602739726027396,292
absorption_q70_hold10_ma50,validation,base,absorption,50,0.7,10.0,0.14463617223461855,0.14463617223461855,1.0740243466123145,-0.09041847800993086,1.5996306885273257,0.09919379615932256,0.09919379615932256,0.7717219971176722,14.0,14,0.18082191780821918,365
absorption_q70_hold10_ma50,development,stress,absorption,50,0.7,10.0,0.18444523157364978,0.2356450389150626,1.103383616416034,-0.10832363645938659,2.1753796919789727,0.1390429666167412,0.1767254147417765,0.8725543980034296,12.5,10,0.22602739726027396,292
absorption_q70_hold10_ma50,validation,stress,absorption,50,0.7,10.0,0.12078327079820284,0.12078327079820284,0.9140092482107312,-0.09041847800993097,1.3358250819587651,0.0762852654177828,0.0762852654177828,0.6128020099749292,14.0,14,0.18082191780821918,365
absorption_q70_hold10_ma100,development,base,absorption,100,0.7,10.0,0.0416870654854089,0.05237758549643079,0.3429836432318214,-0.17128142498177268,0.3057983987580946,0.0017387460223914353,0.0021739047037030446,0.11615396296190483,22.5,18,0.2328767123287671,292
absorption_q70_hold10_ma100,validation,base,absorption,100,0.7,10.0,0.14132453286331148,0.14132453286331148,1.1244315577834423,-0.09569111344617187,1.476882520996156,0.09601330343666037,0.09601330343666037,0.7987122929980358,8.0,8,0.18082191780821918,365
absorption_q70_hold10_ma100,development,stress,absorption,100,0.7,10.0,0.013913455065925895,0.017421961792283946,0.1862456525892482,-0.18922946391337736,0.09206791285029012,-0.024973275750898027,-0.031118531973942876,-0.040427955229177186,22.5,18,0.2328767123287671,292
absorption_q70_hold10_ma100,validation,stress,absorption,100,0.7,10.0,0.12769507018540938,0.12769507018540938,1.026790591781793,-0.09569111344617176,1.3344506672214709,0.08292348483921064,0.08292348483921064,0.7014427674812269,8.0,8,0.18082191780821918,365
unexpected_q80_hold5_ma50,development,base,unexpected,50,0.8,5.0,0.3789830717107976,0.49433740868464926,1.4724958170138824,-0.16889962594547847,2.9268117434684164,0.3261432277635483,0.4231085889131778,1.3113437206977232,27.5,22,0.3938356164383562,292
unexpected_q80_hold5_ma50,validation,base,unexpected,50,0.8,5.0,0.17033076219305343,0.17033076219305343,0.9021439904865677,-0.1298000815142465,1.3122546627550338,0.12387041137966315,0.12387041137966315,0.6948325530824018,26.0,26,0.2876712328767123,365
unexpected_q80_hold5_ma50,development,stress,unexpected,50,0.8,5.0,0.3342235538401437,0.43395576411358894,1.3360319273648928,-0.18500734398289087,2.345613718738216,0.28309324741161723,0.36559769246650253,1.1749555473070847,27.5,22,0.3938356164383562,292
unexpected_q80_hold5_ma50,validation,stress,unexpected,50,0.8,5.0,0.12542463328578357,0.12542463328578357,0.7000413837981961,-0.13638592863989174,0.9196303059749664,0.08074222543920695,0.08074222543920695,0.4934797723745356,26.0,26,0.2876712328767123,365
unexpected_q80_hold5_ma100,development,base,unexpected,100,0.8,5.0,0.2562043767598039,0.3299195729623512,1.0824285723579814,-0.20592080372402832,1.6021672749709348,0.20805385679660038,0.2665078041844291,0.9224750919786824,33.75,27,0.4041095890410959,292
unexpected_q80_hold5_ma100,validation,base,unexpected,100,0.8,5.0,0.14006577611846427,0.14006577611846427,0.7412189196326545,-0.12325214763034131,1.1364165153417896,0.09480324555121289,0.09480324555121289,0.5437936381992705,23.0,23,0.33424657534246577,365
unexpected_q80_hold5_ma100,development,stress,unexpected,100,0.8,5.0,0.206376791066595,0.26431041857611604,0.9168121982148396,-0.22364822734983947,1.1818131612671856,0.16013003093498002,0.2040189886750292,0.756873658030266,33.75,27,0.4041095890410959,292
unexpected_q80_hold5_ma100,validation,stress,unexpected,100,0.8,5.0,0.10122473185156644,0.10122473185156644,0.5707857566806813,-0.12588066726311709,0.8041324696824609,0.05750010928334204,0.05750010928334204,0.3741624561830888,23.0,23,0.33424657534246577,365
unexpected_q80_hold10_ma50,development,base,unexpected,50,0.8,10.0,0.3086285446758461,0.39965334527848806,1.1911347947193327,-0.1990942685998397,2.0073573593509755,0.2584753005990228,0.33292548135088085,1.0412390792768533,12.5,10,0.4828767123287671,292
unexpected_q80_hold10_ma50,validation,base,unexpected,50,0.8,10.0,0.1584134088434348,0.1584134088434348,0.7742796272610252,-0.11666700243406458,1.3578253108282574,0.11242454422334114,0.11242454422334114,0.5912598282510299,28.0,28,0.3726027397260274,365
unexpected_q80_hold10_ma50,development,stress,unexpected,50,0.8,10.0,0.28913325573430293,0.3736379003628443,1.1333300456999147,-0.207454636533548,1.8010583258399353,0.23972467408533338,0.3081470201160921,0.9834805655497348,12.5,10,0.4828767123287671,292
unexpected_q80_hold10_ma50,validation,stress,unexpected,50,0.8,10.0,0.11057007313180445,0.11057007313180445,0.5822978547897439,-0.12398445075137698,0.8918059681010156,0.06647551009953179,0.06647551009953179,0.39998342390161523,28.0,28,0.3726027397260274,365
unexpected_q80_hold10_ma100,development,base,unexpected,100,0.8,10.0,0.16632996034384773,0.21206745366968716,0.7457608033956664,-0.23766193031387894,0.8923072087717655,0.12161244248574499,0.15425967384886197,0.5973126691914855,18.75,15,0.4965753424657534,292
unexpected_q80_hold10_ma100,validation,base,unexpected,100,0.8,10.0,0.20080067667442525,0.20080067667442525,0.8996457324014169,-0.10948828302408387,1.833992379168606,0.15313322397753804,0.15313322397753804,0.7262223686226309,21.0,21,0.4273972602739726,365
unexpected_q80_hold10_ma100,development,stress,unexpected,100,0.8,10.0,0.14034081280355593,0.17840163119215258,0.6600024194580558,-0.2524355118416238,0.7067216093751518,0.09661635625516829,0.12219517992834472,0.5116399382036426,18.75,15,0.4965753424657534,292
unexpected_q80_hold10_ma100,validation,stress,unexpected,100,0.8,10.0,0.16337571109020343,0.16337571109020343,0.7623644003061268,-0.12414276843745264,1.3160308340676137,0.11718990890813541,0.11718990890813541,0.589494571413708,21.0,21,0.4273972602739726,365
breadth_q80_hold5_ma50,development,base,breadth,50,0.8,5.0,0.2549907424616884,0.3283137026589513,0.957572066970551,-0.19088159558919393,1.7199861602452866,0.2068820490895278,0.2649723556537811,0.8235938985404068,26.25,21,0.4691780821917808,292
breadth_q80_hold5_ma50,validation,base,breadth,50,0.8,5.0,0.23196525911038246,0.23196525911038246,1.1119995026517142,-0.1468354671037232,1.5797631436451547,0.18306480932320146,0.18306480932320146,0.9160045699053992,22.0,22,0.3424657534246575,365
breadth_q80_hold5_ma50,development,stress,breadth,50,0.8,5.0,0.21597101867598023,0.2768916005402957,0.8488121938605011,-0.20895493327064818,1.3251259312535721,0.16935317279811857,0.2159959345201512,0.7149785026555642,26.25,21,0.4691780821917808,292
breadth_q80_hold5_ma50,validation,stress,breadth,50,0.8,5.0,0.1920455242907586,0.1920455242907586,0.953406115647396,-0.15704286739236673,1.2228860022718435,0.14472540998581795,0.14472540998581795,0.7571923662338568,22.0,22,0.3424657534246575,365
breadth_q80_hold5_ma100,development,base,breadth,100,0.8,5.0,0.23683413845233958,0.3043355459141506,0.9234430228629618,-0.2025875325084947,1.5022422265861275,0.1894197565784519,0.2421353883054651,0.7855814898516186,28.75,23,0.4417808219178082,292
