candidate,split,cost,name,family,flow_window,trend_window,quantile,hold,matched_control,TotalReturn,TotalCAGR,TotalSharpe,MaxDD,Calmar,ExcessReturn,ExcessCAGR,ExcessSharpe,AnnTurnover,Trades,TimeInMarket,NPeriods
flow_riskoff_w10_q20_ma50,validation,stress,flow_riskoff_w10_q20_ma50,flow_riskoff,10.0,50.0,0.2,,price_trend_ma50,0.0383200611143546,0.0383200611143546,0.27995302265069005,-0.15564789609718677,0.24619710304614395,-0.0029135305157457214,-0.0029135305157457214,0.09631095114189231,22.0,22,0.4054794520547945,365
flow_riskoff_w10_q30_ma50,development,base,flow_riskoff_w10_q30_ma50,flow_riskoff,10.0,50.0,0.3,,price_trend_ma50,0.23807507651463444,0.3059715803265177,0.8864691510110403,-0.21740787684522367,1.407361981389221,0.19061140292545575,0.24369115889548087,0.758675472764223,18.75,15,0.5582191780821918,292
flow_riskoff_w10_q30_ma50,validation,base,flow_riskoff_w10_q30_ma50,flow_riskoff,10.0,50.0,0.3,,price_trend_ma50,0.06788665240955583,0.06788665240955583,0.42076857484101277,-0.13059665841307166,0.5198192146297743,0.02548232713464138,0.02548232713464138,0.22449063041043085,26.0,26,0.3726027397260274,365
flow_riskoff_w10_q30_ma50,development,stress,flow_riskoff_w10_q30_ma50,flow_riskoff,10.0,50.0,0.3,,price_trend_ma50,0.21054906849461585,0.26977858198094684,0.8129451618024546,-0.230054433891013,1.1726728210278832,0.16413708246936887,0.20921953430166007,0.6851580412468836,18.75,15,0.5582191780821918,292
flow_riskoff_w10_q30_ma50,validation,stress,flow_riskoff_w10_q30_ma50,flow_riskoff,10.0,50.0,0.3,,price_trend_ma50,0.026921646630311713,0.026921646630311713,0.23122123670277966,-0.14100107585406596,0.19093220719943457,-0.013860398093612503,-0.013860398093612503,0.03547908750401253,26.0,26,0.3726027397260274,365
flow_confirm_w10_ma100,development,base,flow_confirm_w10_ma100,flow_confirm,10.0,100.0,,,price_trend_ma100,0.2092436595234788,0.26806721304371917,0.7890954661677324,-0.24001597838293565,1.1168723634558568,0.16288218961615542,0.20759039151023306,0.6675186453292539,22.5,18,0.6232876712328768,292
flow_confirm_w10_ma100,validation,base,flow_confirm_w10_ma100,flow_confirm,10.0,100.0,,,price_trend_ma100,0.07021573901973421,0.07021573901973421,0.41049985258524263,-0.14976682072679648,0.468833742206635,0.027718265460718206,0.027718265460718206,0.23324983526493223,19.0,19,0.4438356164383562,365
flow_confirm_w10_ma100,development,stress,flow_confirm_w10_ma100,flow_confirm,10.0,100.0,,,price_trend_ma100,0.17703174608693573,0.22598518072209983,0.7050570173092026,-0.2569390829765458,0.879528244999335,0.13190107634895254,0.16750995170931482,0.5835024902946429,22.5,18,0.6232876712328768,292
flow_confirm_w10_ma100,validation,stress,flow_confirm_w10_ma100,flow_confirm,10.0,100.0,,,price_trend_ma100,0.040076184811350224,0.040076184811350224,0.28545954038417304,-0.15488995735204814,0.25873972397229983,-0.0012276861145525952,-0.0012276861145525952,0.10844075518002057,19.0,19,0.4438356164383562,365
flow_above_mean_w10_ma100,development,base,flow_above_mean_w10_ma100,flow_above_mean,10.0,100.0,,,price_trend_ma100,0.06090696627938352,0.07670474364964686,0.3844463938492078,-0.2748435871190541,0.279085076911111,0.02021648188005498,0.02533414274991297,0.24237861250052795,16.25,13,0.4452054794520548,292
flow_above_mean_w10_ma100,validation,base,flow_above_mean_w10_ma100,flow_above_mean,10.0,100.0,,,price_trend_ma100,0.08124663800939702,0.08124663800939702,0.5381957979949271,-0.12325214763034109,0.6591904447220882,0.03831452983718853,0.03831452983718853,0.3037244234923756,10.0,10,0.29863013698630136,365
flow_above_mean_w10_ma100,development,stress,flow_above_mean_w10_ma100,flow_above_mean,10.0,100.0,,,price_trend_ma100,0.04038271781902636,0.05073067614848159,0.31347011354077126,-0.2878026464781751,0.17626897031445,0.00047682502339219113,0.0005960668003348601,0.17146899288672482,16.25,13,0.4452054794520548,292
flow_above_mean_w10_ma100,validation,stress,flow_above_mean_w10_ma100,flow_above_mean,10.0,100.0,,,price_trend_ma100,0.06513570853897122,0.06513570853897122,0.4511564855946436,-0.12588066726311709,0.51744012766332,0.022841585565984923,0.022841585565984923,0.21680590122079807,10.0,10,0.29863013698630136,365
flow_riskoff_w10_q10_ma100,development,base,flow_riskoff_w10_q10_ma100,flow_riskoff,10.0,100.0,0.1,,price_trend_ma100,0.1447739250789828,0.18413075485347474,0.6178144697781046,-0.29111357981368724,0.6325048627800821,0.10087518317291333,0.12764552822816722,0.49675375959558693,26.25,21,0.5993150684931506,292
flow_riskoff_w10_q10_ma100,validation,base,flow_riskoff_w10_q10_ma100,flow_riskoff,10.0,100.0,0.1,,price_trend_ma100,0.1216952807191447,0.1216952807191447,0.6080302311124971,-0.11340938781360044,1.0730617902564024,0.07715944799168861,0.07715944799168861,0.43442738678837817,16.0,16,0.46301369863013697,365
flow_riskoff_w10_q10_ma100,development,stress,flow_riskoff_w10_q10_ma100,flow_riskoff,10.0,100.0,0.1,,price_trend_ma100,0.10920969690420224,0.1383270917094268,0.5200188321232139,-0.30904435239400685,0.4475962451275305,0.06667013924096388,0.08402094072010868,0.39903045211690885,26.25,21,0.5993150684931506,292
flow_riskoff_w10_q10_ma100,validation,stress,flow_riskoff_w10_q10_ma100,flow_riskoff,10.0,100.0,0.1,,price_trend_ma100,0.09498194280788219,0.09498194280788219,0.5041842811288472,-0.12326120968529808,0.7705744820319665,0.05150389398664634,0.05150389398664634,0.33093095024068436,16.0,16,0.46301369863013697,365
flow_riskoff_w10_q20_ma100,development,base,flow_riskoff_w10_q20_ma100,flow_riskoff,10.0,100.0,0.2,,price_trend_ma100,0.23459232888552894,0.30138101768083647,0.8726190598947509,-0.2336109768855842,1.290097844282566,0.1872613742162168,0.2393184741264094,0.7459920880781797,23.75,19,0.5616438356164384,292
flow_riskoff_w10_q20_ma100,validation,base,flow_riskoff_w10_q20_ma100,flow_riskoff,10.0,100.0,0.2,,price_trend_ma100,0.1487105468426615,0.1487105468426615,0.7350099930026425,-0.10629288159398198,1.3990640258555291,0.10310535813558386,0.10310535813558386,0.5524594720774229,14.0,14,0.42191780821917807,365
flow_riskoff_w10_q20_ma100,development,stress,flow_riskoff_w10_q20_ma100,flow_riskoff,10.0,100.0,0.2,,price_trend_ma100,0.19978705693118393,0.2556835813272702,0.7795892903580904,-0.25072700740756193,1.019768807401156,0.15378595040231935,0.19579451725420083,0.6530924389723921,23.75,19,0.5616438356164384,292
flow_riskoff_w10_q20_ma100,validation,stress,flow_riskoff_w10_q20_ma100,flow_riskoff,10.0,100.0,0.2,,price_trend_ma100,0.12485492928587494,0.12485492928587494,0.6405160963487885,-0.11033175676470386,1.1316318433335883,0.08019431966687152,0.08019431966687152,0.4579310273446553,14.0,14,0.42191780821917807,365
flow_riskoff_w10_q30_ma100,development,base,flow_riskoff_w10_q30_ma100,flow_riskoff,10.0,100.0,0.3,,price_trend_ma100,0.25021985430949356,0.322004670225303,0.9319460063214882,-0.20973111505588427,1.5353214049307977,0.20229286792726553,0.25896262856726526,0.8009281449911541,21.25,17,0.5273972602739726,292
flow_riskoff_w10_q30_ma100,validation,base,flow_riskoff_w10_q30_ma100,flow_riskoff,10.0,100.0,0.3,,price_trend_ma100,0.1176295501802953,0.1176295501802953,0.6487433037232565,-0.13988693810524588,0.8408901629671462,0.07325536540636635,0.07325536540636635,0.44924877919000455,16.0,16,0.3726027397260274,365
flow_riskoff_w10_q30_ma100,development,stress,flow_riskoff_w10_q30_ma100,flow_riskoff,10.0,100.0,0.3,,price_trend_ma100,0.21875475128910193,0.28054664384629824,0.8464496646644807,-0.2248353731780357,1.2477869468704448,0.17202995217294448,0.2194763668536699,0.7154503501387308,21.25,17,0.5273972602739726,292
flow_riskoff_w10_q30_ma100,validation,stress,flow_riskoff_w10_q30_ma100,flow_riskoff,10.0,100.0,0.3,,price_trend_ma100,0.09112104950355793,0.09112104950355793,0.5304647520402946,-0.14506960662097845,0.62811950501547,0.04779652713007421,0.04779652713007421,0.33101287552673475,16.0,16,0.3726027397260274,365
extreme_inflow_q70_hold3,development,base,extreme_inflow_q70_hold3,extreme_inflow_hold,,,0.7,3.0,buy_hold,0.18553599904297546,0.2370675999703573,0.7588873005864541,-0.24983151789004787,0.9489098972480005,0.14008250880588213,0.17806798397259826,0.6265712879886746,36.25,29,0.5376712328767124,292
extreme_inflow_q70_hold3,validation,base,extreme_inflow_q70_hold3,extreme_inflow_hold,,,0.7,3.0,buy_hold,0.13225376624655039,0.13225376624655039,0.5825745179613567,-0.19174689131532718,0.6897309538596872,0.08729919613540105,0.08729919613540105,0.4382143460035731,38.0,38,0.4931506849315068,365
extreme_inflow_q70_hold3,development,stress,extreme_inflow_q70_hold3,extreme_inflow_hold,,,0.7,3.0,buy_hold,0.13490589550242427,0.17138542246514743,0.6108036493951303,-0.2632780384528559,0.6509674087223067,0.09138716988223727,0.11551022379579456,0.4786931966453237,36.25,29,0.5376712328767124,292
extreme_inflow_q70_hold3,validation,stress,extreme_inflow_q70_hold3,extreme_inflow_hold,,,0.7,3.0,buy_hold,0.06960909806401605,0.06960909806401605,0.37987532580553146,-0.19902113437060842,0.3497573174032515,0.027135279692727998,0.027135279692727998,0.23536799452075252,38.0,38,0.4931506849315068,365
extreme_inflow_q70_hold3_ma20,development,base,extreme_inflow_q70_hold3_ma20,extreme_inflow_hold,,20.0,0.7,3.0,price_trend_ma20,0.09167775330595673,0.11588149392841518,0.4947838550761911,-0.19127782491554368,0.6058281663312577,0.049814247825656466,0.06265081163752151,0.34721910178163023,33.75,27,0.4178082191780822,292
